country,year,sex,list,agf,cause,SDR1976,SDR2013,SDR1976_0_14,SDR1976_15_39,SDR1976_40_64,SDR1976_65p,SDR2013_0_14,SDR2013_15_39,SDR2013_40_64,SDR2013_65p
POL,1959,1,short,1,0,16258,26436,7176,2256,11937,91540,6271,2306,12471,105334
POL,1959,1,short,1,1,1326,1584,960,433,1737,3705,836,452,1786,3649
POL,1959,1,short,1,2,2119,3305,85,166,2394,11597,83,174,2509,12297
POL,1959,1,short,1,3,40,61,19,8,38,191,17,9,40,217
POL,1959,1,short,1,4,73,105,37,12,61,373,32,12,65,382
POL,1959,1,short,1,5,70,151,0,0,11,607,0,0,13,752
POL,1959,1,short,1,6,368,524,414,80,224,1615,364,80,232,1864
POL,1959,1,short,1,7,5270,9578,209,299,3642,35944,191,313,3832,41883
POL,1959,1,short,1,8,1069,2079,22,59,523,7961,19,60,554,9597
POL,1959,1,short,1,9,740,1525,34,14,226,5957,30,14,241,7361
POL,1959,1,short,1,10,1273,1928,1719,60,510,6458,1484,61,539,7646
POL,1959,1,short,1,11,1147,2074,138,47,679,8026,121,49,725,9214
POL,1959,1,short,1,12,720,1076,389,89,674,3522,340,92,702,3884
POL,1959,1,short,1,13,82,141,34,10,54,489,30,11,57,582
POL,1959,1,short,1,14,429,811,25,49,240,2997,24,50,250,3630
POL,1959,1,short,1,15,595,373,2701,3,0,0,2323,3,0,0
POL,1959,1,short,1,16,937,1122,392,927,924,2096,377,926,928,2376
POL,1960,1,short,1,0,14566,23694,5622,2059,11205,82027,4920,2106,11694,94035
POL,1960,1,short,1,1,1109,1357,637,323,1559,3249,554,340,1601,3215
POL,1960,1,short,1,2,2213,3435,91,163,2553,11993,90,170,2678,12672
POL,1960,1,short,1,3,25,37,9,6,26,114,8,6,26,126
POL,1960,1,short,1,4,66,94,33,11,57,331,29,11,60,340
POL,1960,1,short,1,5,57,121,0,0,10,489,0,0,11,599
POL,1960,1,short,1,6,251,345,284,61,176,1008,250,62,182,1152
POL,1960,1,short,1,7,4814,8835,80,262,3297,33175,75,274,3468,38850
POL,1960,1,short,1,8,1111,2123,2,54,593,8201,1,56,625,9724
POL,1960,1,short,1,9,695,1444,12,11,205,5666,11,12,219,7000
POL,1960,1,short,1,10,781,1157,1197,36,278,3779,1033,37,293,4522
POL,1960,1,short,1,11,896,1589,89,35,554,6248,78,36,593,7008
POL,1960,1,short,1,12,648,984,255,71,669,3208,223,74,697,3546
POL,1960,1,short,1,13,53,89,19,7,33,323,16,7,34,375
POL,1960,1,short,1,14,362,663,18,48,225,2445,17,50,234,2905
POL,1960,1,short,1,15,553,346,2509,3,0,0,2158,3,0,0
POL,1960,1,short,1,16,932,1076,387,966,971,1799,375,968,972,2002
POL,1961,1,short,1,0,14625,23826,5388,2168,11195,82712,4720,2215,11691,94704
POL,1961,1,short,1,1,1112,1364,611,341,1554,3281,531,357,1597,3247
POL,1961,1,short,1,2,2230,3461,92,169,2556,12110,91,177,2682,12788
POL,1961,1,short,1,3,25,37,9,6,26,116,8,6,26,127
POL,1961,1,short,1,4,66,95,32,11,57,335,28,11,60,344
POL,1961,1,short,1,5,58,122,0,0,10,493,0,0,12,603
POL,1961,1,short,1,6,251,346,274,64,175,1017,241,65,181,1161
POL,1961,1,short,1,7,4846,8888,79,273,3298,33434,75,285,3471,39101
POL,1961,1,short,1,8,1119,2137,2,57,593,8266,1,59,626,9787
POL,1961,1,short,1,9,700,1452,12,12,205,5708,11,12,219,7041
POL,1961,1,short,1,10,773,1156,1143,38,278,3809,986,39,293,4551
POL,1961,1,short,1,11,903,1602,86,36,555,6310,76,38,595,7069
POL,1961,1,short,1,12,649,988,245,74,668,3233,214,77,697,3569
POL,1961,1,short,1,13,53,90,18,7,33,325,16,7,34,377
POL,1961,1,short,1,14,365,667,18,51,225,2464,17,52,234,2924
POL,1961,1,short,1,15,525,328,2379,3,0,0,2047,3,0,0
POL,1961,1,short,1,16,951,1094,390,1023,961,1813,378,1026,963,2015
POL,1962,1,short,1,0,15335,25325,5396,2179,11369,88613,4724,2232,11873,102051
POL,1962,1,short,1,1,1165,1459,563,353,1608,3662,489,372,1655,3648
POL,1962,1,short,1,2,2337,3608,94,183,2695,12636,92,191,2826,13269
POL,1962,1,short,1,3,26,38,13,5,27,114,12,5,29,126
POL,1962,1,short,1,4,69,100,30,11,58,359,27,11,61,368
POL,1962,1,short,1,5,53,113,0,0,11,450,0,0,12,560
POL,1962,1,short,1,6,233,308,285,64,169,852,253,64,174,969
POL,1962,1,short,1,7,5156,9586,114,253,3264,36337,104,265,3440,42744
POL,1962,1,short,1,8,1166,2218,15,55,642,8528,14,57,676,10112
POL,1962,1,short,1,9,771,1611,18,11,214,6318,16,12,228,7839
POL,1962,1,short,1,10,940,1485,1274,43,280,5045,1100,43,296,6138
POL,1962,1,short,1,11,908,1654,95,36,491,6524,83,37,524,7455
POL,1962,1,short,1,12,616,923,250,73,631,3028,219,76,658,3305
POL,1962,1,short,1,13,47,79,16,5,32,281,15,5,33,327
POL,1962,1,short,1,14,378,678,18,58,254,2473,17,59,265,2916
POL,1962,1,short,1,15,497,311,2256,2,0,0,1941,2,0,0
POL,1962,1,short,1,16,975,1152,351,1027,993,2007,342,1032,996,2275
POL,1963,1,short,1,0,14349,23479,4964,2110,11040,81689,4349,2162,11515,93620
POL,1963,1,short,1,1,1154,1440,574,326,1604,3639,499,345,1652,3587
POL,1963,1,short,1,2,2374,3650,97,183,2760,12779,94,191,2892,13369
POL,1963,1,short,1,3,29,41,14,7,27,132,12,7,28,143
POL,1963,1,short,1,4,78,112,33,10,76,386,29,11,80,397
