country,year,sex,list,agf,cause,SDR1976,SDR2013,SDR1976_0_14,SDR1976_15_39,SDR1976_40_64,SDR1976_65p,SDR2013_0_14,SDR2013_15_39,SDR2013_40_64,SDR2013_65p
UKR,1965,1,short,1,0,13056,21315,2760,2295,11351,72851,2464,2366,11780,83286
UKR,1965,1,short,1,1,648,763,222,267,1059,1519,196,281,1079,1450
UKR,1965,1,short,1,2,2078,2888,107,227,3098,8939,106,238,3230,8794
UKR,1965,1,short,1,3,13,15,8,7,15,34,8,7,16,31
UKR,1965,1,short,1,4,22,28,7,7,30,75,6,7,31,74
UKR,1965,1,short,1,5,40,56,29,14,33,167,27,15,33,185
UKR,1965,1,short,1,6,106,123,93,59,119,238,86,59,120,259
UKR,1965,1,short,1,7,4790,9178,16,199,2608,35299,17,209,2747,42000
UKR,1965,1,short,1,8,1337,2511,2,39,813,9661,2,41,857,11335
UKR,1965,1,short,1,9,488,1019,0,8,144,3995,0,8,154,4947
UKR,1965,1,short,1,10,283,260,882,27,96,447,763,27,99,494
UKR,1965,1,short,1,11,1312,2263,15,37,1122,8516,13,39,1187,9490
UKR,1965,1,short,1,12,355,492,75,77,490,1402,67,81,505,1470
UKR,1965,1,short,1,13,21,27,10,7,26,73,9,7,26,74
UKR,1965,1,short,1,14,162,260,15,42,148,881,14,43,151,994
UKR,1965,1,short,1,15,201,128,894,9,2,6,772,8,2,7
UKR,1965,1,short,1,16,1200,1306,383,1269,1549,1600,377,1293,1542,1684
UKR,1966,1,short,1,0,12809,20771,2719,2355,11338,70535,2430,2429,11756,80466
UKR,1966,1,short,1,1,610,713,192,254,1017,1393,170,268,1034,1313
UKR,1966,1,short,1,2,2031,2849,104,211,3005,8845,102,221,3140,8778
UKR,1966,1,short,1,3,15,18,10,7,19,40,9,7,19,39
UKR,1966,1,short,1,4,22,30,8,6,25,91,8,6,26,93
UKR,1966,1,short,1,5,26,33,8,13,37,70,8,13,37,77
UKR,1966,1,short,1,6,103,116,98,58,122,202,91,58,124,213
UKR,1966,1,short,1,7,4706,8968,16,208,2650,34377,17,219,2787,40839
UKR,1966,1,short,1,8,1276,2349,0,42,848,8994,0,45,895,10438
UKR,1966,1,short,1,9,463,951,1,10,150,3736,1,10,160,4587
UKR,1966,1,short,1,10,252,224,798,24,90,355,690,24,92,387
UKR,1966,1,short,1,11,1270,2218,16,39,1013,8447,14,41,1071,9454
UKR,1966,1,short,1,12,358,490,66,83,510,1374,59,87,524,1424
UKR,1966,1,short,1,13,17,21,10,8,20,49,9,8,21,52
UKR,1966,1,short,1,14,165,267,14,44,145,909,14,45,148,1034
UKR,1966,1,short,1,15,218,138,968,10,2,2,836,10,2,2
UKR,1966,1,short,1,16,1280,1388,411,1338,1685,1650,404,1365,1678,1736
UKR,1967,1,short,1,0,13264,21565,2607,2494,11659,73519,2333,2575,12081,83828
UKR,1967,1,short,1,1,601,710,191,234,994,1442,169,247,1014,1367
UKR,1967,1,short,1,2,2007,2790,111,240,2995,8549,108,252,3122,8454
UKR,1967,1,short,1,3,13,15,7,8,15,32,6,8,16,32
UKR,1967,1,short,1,4,22,28,6,6,31,80,6,6,32,77
UKR,1967,1,short,1,5,25,31,4,13,39,60,4,14,39,65
UKR,1967,1,short,1,6,102,114,97,63,114,200,90,63,116,211
