country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
GBRTENW,2009,2,short,3,2,21,26,23,25,25,37,59,126,237,458,784,1410,2336,3502,5214,7498,10250,13794,19098,17845,21579,20671,24168,.,.
GBRTENW,2009,2,short,3,3,21,6,2,1,1,2,3,3,2,4,6,16,8,17,22,33,58,100,313,215,506,419,754,.,.
GBRTENW,2009,2,short,3,4,52,12,6,6,14,16,14,13,19,20,33,35,67,82,154,261,494,838,2197,1592,3394,2930,4715,.,.
GBRTENW,2009,2,short,3,5,0,1,0,1,2,5,12,11,19,21,21,19,30,47,66,231,838,2581,11112,6755,19737,15841,30839,.,.
GBRTENW,2009,2,short,3,6,106,19,9,13,19,22,24,24,29,59,69,99,152,242,338,602,1180,2278,5026,4040,6979,6310,8885,.,.
GBRTENW,2009,2,short,3,7,82,6,7,3,8,10,15,32,50,74,154,264,417,747,1403,2808,5684,11867,32789,23623,50938,42548,74845,.,.
GBRTENW,2009,2,short,3,8,18,3,1,2,0,4,5,12,27,59,74,109,172,270,502,1156,2849,6771,20013,14368,31190,26293,45145,.,.
GBRTENW,2009,2,short,3,9,3,0,1,0,1,4,7,7,18,34,35,54,73,124,260,494,1012,2039,3973,3268,5369,5047,6287,.,.
GBRTENW,2009,2,short,3,10,45,16,7,9,6,9,8,17,22,26,37,62,96,153,238,583,1345,3416,14921,8459,27716,20034,49603,.,.
GBRTENW,2009,2,short,3,11,27,5,4,2,6,4,6,8,13,22,51,105,239,461,880,1592,2893,4847,9615,7414,13974,11741,20335,.,.
GBRTENW,2009,2,short,3,12,64,6,0,2,2,3,18,51,78,123,191,266,328,417,539,871,1577,2997,6526,5315,8923,8019,11499,.,.
GBRTENW,2009,2,short,3,13,3,0,1,4,5,3,6,5,6,14,16,31,45,67,126,233,469,1010,2641,1850,4206,3453,6351,.,.
GBRTENW,2009,2,short,3,14,6,1,1,1,5,6,9,10,13,13,16,22,42,67,134,306,687,1661,5622,3738,9351,7651,14193,.,.
GBRTENW,2009,2,short,3,15,3670,31,9,13,10,9,9,12,13,16,20,13,32,36,25,16,28,29,53,51,59,52,80,.,.
GBRTENW,2009,2,short,3,16,76,32,11,17,77,91,113,102,115,134,156,139,154,163,187,255,509,1041,3285,2225,5383,4131,8949,.,.
GBRTENW,2010,2,short,3,0,4116,171,89,92,197,212,302,428,710,1087,1639,2709,4196,6323,9930,16862,29759,55083,140154,101115,212151,177800,314405,.,.
GBRTENW,2010,2,short,3,1,68,12,3,4,8,6,10,7,16,17,26,26,36,59,104,151,309,620,1554,1197,2212,1919,3086,.,.
GBRTENW,2010,2,short,3,2,39,30,23,25,35,34,69,126,242,459,781,1377,2291,3474,5021,7367,10208,14069,19488,18113,22025,21346,24044,.,.
GBRTENW,2010,2,short,3,3,21,3,3,4,5,1,2,5,6,6,7,12,7,15,28,39,65,115,286,179,484,399,736,.,.
GBRTENW,2010,2,short,3,4,65,13,5,4,9,8,10,21,15,23,27,47,75,72,124,238,439,926,2268,1523,3642,2929,5764,.,.
GBRTENW,2010,2,short,3,5,0,0,2,1,4,4,10,11,23,23,19,14,36,43,83,258,909,2780,12476,7574,21517,16927,35181,.,.
GBRTENW,2010,2,short,3,6,152,29,11,15,22,20,21,18,38,42,63,110,157,232,353,597,1225,2431,5345,4065,7705,7021,9743,.,.
GBRTENW,2010,2,short,3,7,48,5,6,3,9,10,20,29,50,96,154,255,416,712,1337,2632,5378,11268,32216,22709,49748,41639,73886,.,.
GBRTENW,2010,2,short,3,8,21,1,1,0,2,6,5,12,24,32,74,124,178,237,527,1131,2712,6258,20046,14039,31122,26328,45394,.,.
GBRTENW,2010,2,short,3,9,0,0,0,1,1,2,7,9,19,26,41,51,71,136,242,486,1010,1814,3996,3142,5569,5141,6845,.,.
GBRTENW,2010,2,short,3,10,48,15,5,4,6,4,8,9,18,32,31,65,91,144,251,523,1239,3178,14078,7702,25838,18831,46694,.,.
GBRTENW,2010,2,short,3,11,36,5,6,4,5,3,7,9,13,29,49,107,230,482,856,1693,2981,4910,10020,7774,14163,11969,20692,.,.
GBRTENW,2010,2,short,3,12,24,3,0,2,6,6,16,51,80,125,175,275,340,390,539,930,1611,3011,6553,5243,8970,8026,11779,.,.
GBRTENW,2010,2,short,3,13,9,0,0,3,2,3,6,3,7,13,17,27,40,71,128,225,445,955,2675,1849,4197,3482,6328,.,.
GBRTENW,2010,2,short,3,14,9,2,1,0,2,2,10,8,10,11,14,27,38,69,125,288,724,1728,5938,3861,9767,7781,15680,.,.
GBRTENW,2010,2,short,3,15,3518,30,13,6,8,10,9,8,13,14,16,21,26,30,23,24,33,23,44,40,52,43,78,.,.
GBRTENW,2010,2,short,3,16,60,25,10,15,75,94,92,102,136,139,143,171,166,156,189,278,470,997,3172,2105,5140,4020,8474,.,.
GBRTENW,2011,2,short,3,0,3729,172,63,79,153,226,295,446,656,1064,1623,2594,4009,6297,9729,16351,28374,52613,135446,96822,200067,166694,307588,.,.
GBRTENW,2011,2,short,3,1,77,20,3,2,4,3,4,12,18,12,26,32,43,62,100,165,352,688,1690,1307,2331,2007,3375,.,.
GBRTENW,2011,2,short,3,2,35,25,16,17,24,44,80,137,227,447,789,1377,2217,3506,5136,7276,10013,13784,19930,18245,22751,21614,26413,.,.
GBRTENW,2011,2,short,3,3,12,3,1,3,1,2,3,3,5,3,6,6,12,15,21,33,50,113,297,190,476,335,929,.,.
GBRTENW,2011,2,short,3,4,86,18,2,10,8,15,8,13,17,28,30,31,55,83,102,224,381,800,1912,1332,2883,2399,4443,.,.
GBRTENW,2011,2,short,3,5,0,1,0,1,0,1,4,7,9,9,13,21,30,51,112,359,1407,4421,19181,11783,31560,25580,50829,.,.
GBRTENW,2011,2,short,3,6,115,18,11,11,19,23,21,22,27,45,66,96,142,231,344,622,1192,2358,5711,4443,7832,7087,10234,.,.
GBRTENW,2011,2,short,3,7,44,6,2,1,7,13,18,24,36,80,131,222,384,676,1175,2432,4977,9982,28161,19712,42297,35348,64685,.,.
GBRTENW,2011,2,short,3,8,3,2,3,0,2,4,5,11,27,43,67,116,152,235,464,988,2319,5119,15569,10602,23878,19886,36740,.,.
GBRTENW,2011,2,short,3,9,6,0,0,0,0,2,4,12,10,18,36,35,55,102,205,427,867,1600,3260,2663,4260,3857,5558,.,.
GBRTENW,2011,2,short,3,10,47,17,5,5,5,6,12,12,17,30,45,56,86,138,213,518,1091,2917,13697,7443,24160,17396,45952,.,.
GBRTENW,2011,2,short,3,11,27,2,3,3,3,5,8,7,15,31,45,113,228,483,888,1678,2847,5052,10261,8194,13719,11471,20963,.,.
GBRTENW,2011,2,short,3,12,18,3,0,1,3,6,19,47,79,140,175,267,335,423,518,886,1455,2616,5953,4512,8363,7287,11829,.,.
GBRTENW,2011,2,short,3,13,3,0,1,1,2,3,5,4,10,11,12,23,49,68,138,206,433,965,2438,1705,3664,3047,5651,.,.
GBRTENW,2011,2,short,3,14,9,1,1,1,2,5,4,14,10,14,12,19,31,53,111,261,511,1160,4328,2619,7187,5703,11968,.,.
GBRTENW,2011,2,short,3,15,3195,36,5,8,7,6,10,8,14,14,12,16,21,20,31,20,28,35,43,38,51,52,46,.,.
GBRTENW,2011,2,short,3,16,53,21,10,16,66,87,90,114,135,139,158,162,168,152,172,255,453,1004,3015,2035,4656,3626,7973,.,.
GBRTENW,2012,2,short,3,0,3710,146,82,82,148,205,267,415,639,999,1607,2501,4043,6229,9602,16330,28361,53691,142335,100104,209413,176533,322642,.,.
GBRTENW,2012,2,short,3,1,87,11,3,4,4,4,6,8,11,19,21,25,42,65,89,163,342,591,1584,1191,2208,1906,3248,.,.
GBRTENW,2012,2,short,3,2,17,30,26,27,25,35,69,145,235,443,810,1355,2241,3416,4937,7319,9999,13955,20011,18327,22686,21696,26094,.,.
GBRTENW,2012,2,short,3,3,9,3,2,1,1,3,1,2,3,3,8,9,13,17,23,41,61,80,241,143,396,326,637,.,.
GBRTENW,2012,2,short,3,4,52,10,8,5,12,12,12,12,16,21,23,41,61,80,115,215,419,791,1932,1285,2959,2387,4927,.,.
GBRTENW,2012,2,short,3,5,0,0,0,1,4,1,4,8,8,10,13,16,26,51,117,443,1449,4945,22056,13600,35486,29327,56696,.,.
GBRTENW,2012,2,short,3,6,87,17,11,7,13,25,21,19,31,33,69,98,142,255,367,636,1369,2697,6782,5280,9167,8422,11734,.,.
GBRTENW,2012,2,short,3,7,55,8,3,1,12,9,12,24,54,83,130,216,391,670,1259,2356,4718,10013,29485,19801,44865,37512,70186,.,.
GBRTENW,2012,2,short,3,8,9,0,1,2,4,4,5,10,26,33,58,112,190,253,444,936,2167,4973,15690,10556,23846,19880,37502,.,.
GBRTENW,2012,2,short,3,9,9,0,0,0,2,4,3,8,15,22,32,41,66,105,192,437,911,1586,3283,2603,4362,3995,5626,.,.
GBRTENW,2012,2,short,3,10,47,8,5,3,2,4,3,4,10,18,29,41,71,106,200,436,1088,2962,13882,7384,24204,17775,46345,.,.
GBRTENW,2012,2,short,3,11,20,7,1,5,6,4,3,7,17,24,41,90,227,499,920,1773,2939,5302,11296,8702,15417,13152,23219,.,.
GBRTENW,2012,2,short,3,12,17,6,3,1,3,7,17,36,57,123,178,239,328,411,546,863,1456,2624,6070,4715,8221,7431,10941,.,.
GBRTENW,2012,2,short,3,13,0,1,1,2,1,1,5,4,10,11,13,29,42,66,123,228,427,934,2597,1723,3987,3411,5968,.,.
GBRTENW,2012,2,short,3,14,6,0,0,1,1,6,10,8,10,8,13,20,28,65,95,241,510,1196,4388,2659,7135,5745,11920,.,.
GBRTENW,2012,2,short,3,15,3233,30,10,7,7,6,11,12,9,9,13,15,17,25,22,23,31,37,52,58,43,33,78,.,.
GBRTENW,2012,2,short,3,16,61,17,10,15,51,82,86,107,127,140,157,155,159,143,153,222,475,1006,2987,2077,4431,3534,7522,.,.
GBRTENW,2013,2,short,3,0,3421,163,74,87,142,205,286,434,657,1035,1561,2474,3958,6121,9475,15991,28017,53236,143224,99822,210234,179018,325120,.,.
GBRTENW,2013,2,short,3,1,71,15,4,3,4,3,5,8,16,18,24,32,48,70,92,133,335,633,1581,1146,2252,2009,3148,.,.
GBRTENW,2013,2,short,3,2,15,25,24,21,24,42,71,143,244,442,738,1282,2132,3293,4983,7185,9866,13821,19716,17817,22648,21890,25438,.,.
GBRTENW,2013,2,short,3,3,6,4,1,2,0,2,2,3,6,4,4,10,8,17,22,41,61,91,226,145,352,275,639,.,.
GBRTENW,2013,2,short,3,4,47,8,1,7,11,11,17,13,19,20,37,43,57,92,111,228,392,729,1913,1349,2783,2428,4091,.,.
GBRTENW,2013,2,short,3,5,0,0,0,2,3,3,6,6,11,12,13,19,33,55,129,393,1532,5158,23226,14140,37255,31023,60192,.,.
GBRTENW,2013,2,short,3,6,128,26,9,10,18,17,25,21,22,47,72,87,147,245,384,665,1298,2908,7193,5630,9607,8748,12767,.,.
GBRTENW,2013,2,short,3,7,62,7,4,5,4,9,14,23,49,92,137,254,424,671,1123,2235,4481,9675,29048,19500,43790,37210,68006,.,.
GBRTENW,2013,2,short,3,8,18,3,1,1,4,3,8,13,18,40,66,104,164,220,387,870,2085,4622,14912,9834,22753,19631,34243,.,.
GBRTENW,2013,2,short,3,9,15,1,0,0,1,4,5,7,11,17,37,38,60,99,189,419,754,1500,3189,2632,4051,3601,5704,.,.
GBRTENW,2013,2,short,3,10,36,11,4,0,1,5,4,9,12,21,26,38,68,129,184,471,1106,2861,14233,7478,24663,17979,49263,.,.
GBRTENW,2013,2,short,3,11,21,4,3,7,3,3,6,7,10,31,43,106,235,538,937,1791,3182,5579,11982,8977,16621,14221,25454,.,.
GBRTENW,2013,2,short,3,12,6,4,4,2,5,5,15,35,77,120,175,238,324,410,513,805,1404,2511,6008,4752,7948,7238,10562,.,.
GBRTENW,2013,2,short,3,13,0,1,1,1,1,2,4,9,6,7,15,23,37,63,114,247,443,915,2470,1661,3719,3158,5784,.,.
GBRTENW,2013,2,short,3,14,3,2,1,1,2,4,8,9,10,14,11,19,33,51,112,227,528,1140,4208,2581,6718,5378,11649,.,.
GBRTENW,2013,2,short,3,15,2935,30,9,10,7,8,6,7,7,8,13,18,25,29,20,23,22,44,44,44,44,43,48,.,.
GBRTENW,2013,2,short,3,16,59,21,9,14,54,84,90,120,140,144,150,162,162,141,176,260,529,1050,3273,2136,5029,4186,8133,.,.
GBRTENW,2014,2,short,3,0,3600,140,77,78,176,220,286,442,669,1080,1569,2446,3796,6105,9172,15775,27225,51230,137492,95371,201504,172930,308320,.,.
GBRTENW,2014,2,short,3,1,67,4,4,3,4,6,5,9,13,16,19,33,37,73,102,181,284,599,1491,1100,2086,1885,2839,.,.
GBRTENW,2014,2,short,3,2,12,26,24,16,29,37,82,146,233,447,740,1260,2057,3272,4741,7147,9770,13748,20091,18263,22869,22270,25111,.,.
GBRTENW,2014,2,short,3,3,9,3,2,1,2,2,2,6,4,5,7,6,10,9,21,28,55,74,238,142,383,326,599,.,.
GBRTENW,2014,2,short,3,4,37,7,5,5,8,15,13,14,19,22,30,35,54,83,125,248,399,765,2004,1401,2920,2448,4685,.,.
GBRTENW,2014,2,short,3,5,0,0,1,2,0,2,7,8,13,8,13,14,26,34,119,440,1631,5368,24281,14269,39497,33307,62636,.,.
GBRTENW,2014,2,short,3,6,85,15,9,14,22,18,15,19,31,40,71,92,139,250,390,709,1475,3199,8152,5948,11500,10627,14764,.,.
GBRTENW,2014,2,short,3,7,61,4,5,1,11,10,19,23,46,77,148,217,387,672,1045,2099,4239,8822,27719,18461,41790,35142,66642,.,.
GBRTENW,2014,2,short,3,8,3,1,2,2,0,3,6,10,24,49,62,107,150,230,415,859,1906,4408,14055,9369,21177,17922,33345,.,.
GBRTENW,2014,2,short,3,9,3,0,0,0,1,2,3,7,10,31,29,40,61,102,184,389,792,1349,2863,2290,3733,3440,4827,.,.
GBRTENW,2014,2,short,3,10,46,18,4,2,4,5,6,8,14,29,29,61,79,146,217,455,1125,2980,14028,7309,24238,17983,47619,.,.
GBRTENW,2014,2,short,3,11,12,6,2,3,7,5,7,8,10,25,38,89,197,502,860,1707,2749,4453,7484,6520,8950,8509,10600,.,.
GBRTENW,2014,2,short,3,12,9,4,5,3,3,5,10,50,67,120,169,229,310,396,491,779,1393,2454,5664,4410,7570,6946,9906,.,.
GBRTENW,2014,2,short,3,13,6,1,1,1,4,2,4,4,11,11,14,23,43,58,121,203,387,817,2311,1516,3518,3004,5442,.,.
GBRTENW,2014,2,short,3,14,0,1,1,1,2,3,9,9,10,12,13,16,31,54,100,185,458,1100,3841,2284,6206,5061,10489,.,.
GBRTENW,2014,2,short,3,15,3198,21,7,6,6,5,5,4,10,11,14,34,38,46,39,34,32,50,37,25,55,57,47,.,.
GBRTENW,2014,2,short,3,16,52,27,7,18,73,99,92,117,155,176,171,189,177,180,203,311,532,1041,3233,2064,5009,4003,8770,.,.
GBRTENW,2015,2,short,3,0,3360,144,74,84,182,206,283,416,695,1039,1611,2503,3823,6133,9476,15871,27913,53753,148331,101799,218923,186785,328372,.,.
GBRTENW,2015,2,short,3,1,52,17,4,3,4,2,6,12,11,18,24,34,45,66,101,178,346,643,1665,1181,2401,2165,3205,.,.
GBRTENW,2015,2,short,3,2,27,19,19,18,30,35,70,127,261,412,745,1248,2028,3193,4766,6886,9847,13784,19761,17956,22500,22080,23928,.,.
GBRTENW,2015,2,short,3,3,15,3,2,2,2,3,2,2,3,6,6,9,9,19,24,46,69,95,291,218,401,308,719,.,.
GBRTENW,2015,2,short,3,4,33,11,5,5,14,13,14,12,24,25,42,50,55,95,132,204,419,852,2034,1442,2933,2515,4355,.,.
GBRTENW,2015,2,short,3,5,0,1,1,1,0,2,4,10,8,8,12,15,27,41,131,486,1781,6105,28801,16855,46924,38827,74501,.,.
GBRTENW,2015,2,short,3,6,115,18,7,12,25,14,15,19,26,31,56,93,155,239,389,771,1614,3738,10013,7287,14148,13056,17864,.,.
GBRTENW,2015,2,short,3,7,52,10,1,3,6,6,15,31,43,87,147,233,387,695,1117,2153,4123,8777,27902,18475,42202,35503,65016,.,.
GBRTENW,2015,2,short,3,8,3,1,3,1,2,5,5,15,23,38,68,102,162,242,409,887,2005,4414,14176,9249,21651,18256,33212,.,.
GBRTENW,2015,2,short,3,9,0,0,0,0,0,5,4,5,12,24,27,43,45,109,200,385,692,1387,2892,2290,3805,3328,5432,.,.
GBRTENW,2015,2,short,3,10,30,11,5,5,6,7,8,6,20,31,47,70,93,160,265,551,1233,3272,16569,8519,28780,21453,53735,.,.
GBRTENW,2015,2,short,3,11,15,7,4,5,4,4,4,7,10,18,40,109,214,517,947,1735,3009,4951,8654,7363,10612,9960,12834,.,.
GBRTENW,2015,2,short,3,12,15,2,3,2,4,7,11,32,80,135,181,237,328,415,529,825,1332,2576,5849,4530,7849,7225,9974,.,.
GBRTENW,2015,2,short,3,13,3,2,1,1,0,3,3,5,6,13,12,26,38,64,120,223,433,847,2429,1736,3480,3004,5102,.,.
GBRTENW,2015,2,short,3,14,6,2,0,1,2,2,5,5,4,12,12,21,31,52,103,223,456,1146,3811,2390,5966,4676,10362,.,.
GBRTENW,2015,2,short,3,15,2901,21,7,8,9,8,6,6,4,13,16,22,31,36,39,31,19,33,36,38,34,31,43,.,.
GBRTENW,2015,2,short,3,16,91,20,12,17,75,90,112,121,159,168,176,190,175,189,200,288,537,1135,3448,2269,5237,4398,8091,.,.
GBRTENW,2016,2,short,3,0,3547,154,59,78,163,226,291,464,650,1062,1630,2527,4010,6185,9630,15635,27674,50944,141680,97714,208640,176764,305781,.,.
GBRTENW,2016,2,short,3,1,49,14,3,4,6,4,4,6,13,19,20,39,48,73,105,175,335,600,1639,1188,2327,2115,2974,.,.
GBRTENW,2016,2,short,3,2,18,19,14,20,31,33,73,151,245,410,728,1272,2098,3150,4842,6907,10083,13479,19698,17839,22529,21944,24313,.,.
GBRTENW,2016,2,short,3,3,3,3,1,0,4,4,3,4,4,3,4,4,8,18,23,32,48,86,245,156,381,330,535,.,.
GBRTENW,2016,2,short,3,4,58,13,2,7,10,14,15,15,24,24,44,47,73,99,139,230,384,773,2021,1430,2922,2430,4422,.,.
GBRTENW,2016,2,short,3,5,0,1,2,0,1,2,7,8,9,9,18,18,32,57,156,550,1763,5710,28192,16445,46084,37716,71583,.,.
GBRTENW,2016,2,short,3,6,73,15,8,12,12,23,20,19,28,42,69,91,151,257,426,819,1720,3753,10912,7882,15526,13897,20491,.,.
GBRTENW,2016,2,short,3,7,43,10,3,2,6,15,14,24,37,79,141,230,403,709,1101,1982,3910,8356,26564,17589,40233,33305,61344,.,.
GBRTENW,2016,2,short,3,8,6,1,2,2,2,2,6,12,19,46,64,105,165,246,417,833,1839,4003,12573,8353,19000,16028,28057,.,.
GBRTENW,2016,2,short,3,9,0,0,1,1,3,3,4,8,16,22,39,44,64,118,201,340,679,1289,2739,2106,3704,3459,4448,.,.
GBRTENW,2016,2,short,3,10,40,21,6,4,3,8,10,18,17,41,54,67,111,188,285,534,1207,2921,14029,7375,24163,17903,43239,.,.
GBRTENW,2016,2,short,3,11,18,3,2,3,4,4,7,11,14,32,45,115,243,496,957,1748,2998,4620,8003,6900,9683,9124,11387,.,.
GBRTENW,2016,2,short,3,12,6,4,1,3,3,5,15,42,64,130,185,240,326,419,528,757,1309,2443,5710,4410,7689,6848,10252,.,.
GBRTENW,2016,2,short,3,13,6,1,1,3,1,1,2,4,4,11,13,19,42,70,116,211,406,760,2316,1644,3338,2897,4683,.,.
GBRTENW,2016,2,short,3,14,3,1,1,0,2,4,7,7,15,9,11,19,30,57,102,208,437,988,3713,2122,6135,4831,10109,.,.
GBRTENW,2016,2,short,3,15,3156,28,5,3,10,4,6,9,10,12,13,22,32,38,27,29,34,37,63,71,51,51,52,.,.
GBRTENW,2016,2,short,3,16,67,21,8,15,65,100,99,128,130,171,184,195,182,189,205,281,522,1124,3263,2205,4874,3884,7891,.,.
GBRTENW,2001,3,short,3,0,5450,235,113,134,390,550,593,780,1023,1521,2490,3913,6218,10285,16703,28640,48149,78231,165809,131427,235991,210720,340794,.,.
GBRTENW,2001,3,short,3,1,170,21,6,5,9,12,16,21,26,31,36,36,49,64,117,194,363,553,1199,942,1722,1572,2346,.,.
GBRTENW,2001,3,short,3,2,31,33,29,29,40,54,77,145,250,453,894,1687,2818,4543,6789,10291,14316,18207,24093,22672,26995,26211,30244,.,.
GBRTENW,2001,3,short,3,3,21,4,2,3,1,5,4,4,5,5,7,9,13,14,24,38,68,115,380,258,628,560,907,.,.
GBRTENW,2001,3,short,3,4,89,15,6,6,12,16,11,15,22,29,35,57,77,166,265,452,674,1169,2322,1916,3151,2859,4364,.,.
GBRTENW,2001,3,short,3,5,0,1,0,2,16,46,59,58,43,42,40,32,35,43,89,227,827,2287,8627,5981,14027,12400,20775,.,.
GBRTENW,2001,3,short,3,6,165,39,16,18,38,28,29,42,48,63,86,111,155,222,358,641,1289,2286,4553,3902,5882,5572,7169,.,.
GBRTENW,2001,3,short,3,7,79,10,3,7,14,22,21,54,111,237,487,812,1422,2632,4484,7864,13438,22066,44950,36504,62189,56502,85776,.,.
GBRTENW,2001,3,short,3,8,5,1,2,2,3,7,16,17,36,73,123,190,323,546,1151,2421,5259,10733,27093,21010,39508,35563,55868,.,.
GBRTENW,2001,3,short,3,9,7,0,0,0,2,1,6,10,16,22,45,72,133,282,594,1161,2000,3132,5693,4777,7562,7176,9165,.,.
GBRTENW,2001,3,short,3,10,93,13,2,1,4,5,8,10,22,29,54,72,116,195,381,850,2138,4942,20222,12445,36097,28152,69045,.,.
GBRTENW,2001,3,short,3,11,45,10,6,5,6,9,10,11,22,32,60,133,288,614,1176,2410,4058,6043,10171,8840,12889,11616,18168,.,.
GBRTENW,2001,3,short,3,12,57,9,3,2,3,12,17,55,90,181,281,360,412,520,707,1131,1917,3179,6574,5211,9356,8553,12688,.,.
GBRTENW,2001,3,short,3,13,2,2,1,2,3,2,2,5,7,7,14,29,34,75,128,233,483,928,2831,1910,4709,4055,7423,.,.
GBRTENW,2001,3,short,3,14,10,1,1,1,3,5,6,7,9,8,20,21,40,82,147,287,636,1346,3734,2679,5888,5240,8575,.,.
GBRTENW,2001,3,short,3,15,4524,34,10,11,16,13,13,13,14,16,12,23,35,34,26,34,36,42,52,46,64,57,94,.,.
GBRTENW,2001,3,short,3,16,153,41,26,42,219,312,300,313,304,293,295,268,268,253,266,406,647,1201,3316,2333,5322,4632,8187,.,.
GBRTENW,2002,3,short,3,0,5288,224,109,136,369,519,595,769,1008,1521,2521,3842,6036,10080,16305,27931,47786,77827,169949,133296,241039,215408,345134,.,.
GBRTENW,2002,3,short,3,1,105,21,4,3,8,9,11,18,24,27,35,37,50,75,111,181,348,600,1321,1077,1793,1616,2513,.,.
GBRTENW,2002,3,short,3,2,26,37,31,33,46,48,71,141,242,457,896,1623,2768,4531,6806,10159,14342,18139,24497,23098,27210,26552,29882,.,.
GBRTENW,2002,3,short,3,3,33,3,2,1,2,3,3,6,5,7,5,10,13,21,29,46,69,137,385,270,608,537,894,.,.
GBRTENW,2002,3,short,3,4,96,16,6,7,13,14,12,22,20,25,39,54,80,148,251,459,685,1144,2449,1971,3376,3072,4608,.,.
GBRTENW,2002,3,short,3,5,0,0,0,3,16,46,61,53,38,30,32,31,35,40,77,243,840,2224,8881,5914,14635,12778,22178,.,.
GBRTENW,2002,3,short,3,6,184,25,15,16,33,25,28,37,48,61,97,116,151,202,364,678,1331,2339,4715,4047,6011,5604,7664,.,.
GBRTENW,2002,3,short,3,7,65,9,5,3,10,20,30,53,109,246,484,809,1338,2434,4180,7390,12842,21584,45388,36243,63124,57406,86349,.,.
GBRTENW,2002,3,short,3,8,15,2,1,3,5,5,8,21,38,76,144,192,297,547,1081,2339,5162,10533,27845,21090,40946,37252,55946,.,.
GBRTENW,2002,3,short,3,9,2,0,0,1,3,5,9,11,16,27,50,74,141,292,534,1081,1959,2993,5568,4819,7020,6454,9321,.,.
GBRTENW,2002,3,short,3,10,82,9,3,4,5,5,8,13,23,26,51,77,115,198,370,847,2120,5111,21067,12795,37112,29347,68645,.,.
GBRTENW,2002,3,short,3,11,29,7,4,7,8,12,8,16,18,29,58,133,296,609,1159,2377,4307,6261,10785,9153,13953,12438,20103,.,.
GBRTENW,2002,3,short,3,12,51,7,5,3,4,11,19,51,100,190,295,349,406,548,749,1137,1956,3204,6782,5461,9342,8628,12241,.,.
GBRTENW,2002,3,short,3,13,3,0,1,1,1,2,3,6,7,9,14,23,35,81,141,264,449,988,2887,1980,4646,3998,7276,.,.
GBRTENW,2002,3,short,3,14,9,0,1,0,3,2,8,10,8,13,17,28,40,78,153,322,707,1412,4143,2994,6372,5596,9521,.,.
GBRTENW,2002,3,short,3,15,4468,45,8,12,10,12,11,12,12,13,17,21,33,30,28,28,34,49,70,59,90,90,86,.,.
GBRTENW,2002,3,short,3,16,120,43,25,39,203,297,304,300,299,284,288,264,238,246,269,381,634,1109,3167,2323,4803,4039,7907,.,.
GBRTENW,2003,3,short,3,0,5437,242,105,127,345,510,575,747,1006,1537,2442,3874,6004,9936,16050,27201,46931,79047,175390,135756,247310,219616,357774,.,.
GBRTENW,2003,3,short,3,1,122,19,6,4,7,9,11,20,26,34,41,41,51,74,107,208,364,630,1540,1204,2150,1955,2927,.,.
GBRTENW,2003,3,short,3,2,24,36,27,30,45,51,71,134,228,446,867,1585,2682,4450,6653,9926,14103,18453,24346,22654,27417,26813,29826,.,.
GBRTENW,2003,3,short,3,3,32,3,2,2,1,2,2,3,4,7,6,8,11,17,33,41,78,138,392,241,666,552,1117,.,.
GBRTENW,2003,3,short,3,4,107,12,5,5,8,15,15,19,22,25,39,57,87,139,284,445,666,1126,2584,1979,3682,3170,5724,.,.
GBRTENW,2003,3,short,3,5,0,0,0,2,9,34,51,55,42,33,34,31,29,41,75,254,833,2357,9381,6346,14889,12815,23159,.,.
GBRTENW,2003,3,short,3,6,189,34,15,15,34,29,29,33,55,76,87,117,155,236,359,720,1376,2518,5051,4271,6468,6135,7794,.,.
GBRTENW,2003,3,short,3,7,56,13,4,5,13,19,30,56,97,235,455,796,1297,2312,3950,6945,12182,21153,45963,36325,63451,57360,87749,.,.
GBRTENW,2003,3,short,3,8,8,4,1,2,5,9,12,20,38,72,128,198,293,513,1025,2208,4934,10439,27481,20663,39853,35776,56118,.,.
GBRTENW,2003,3,short,3,9,3,0,0,1,3,3,6,13,17,30,47,72,131,273,552,1056,1866,3123,5526,4688,7047,6403,9616,.,.
GBRTENW,2003,3,short,3,10,78,11,2,3,3,3,10,14,18,31,47,89,115,232,413,888,2220,5247,22426,13311,38967,30659,72105,.,.
GBRTENW,2003,3,short,3,11,44,8,5,6,6,7,8,12,23,35,57,151,315,659,1247,2442,4472,6749,12251,10325,15747,14401,21119,.,.
GBRTENW,2003,3,short,3,12,71,8,4,4,5,8,21,51,111,191,302,379,457,557,767,1100,1960,3236,7111,5746,9589,8731,13010,.,.
GBRTENW,2003,3,short,3,13,5,1,1,1,3,4,3,4,5,10,17,26,44,71,128,260,471,981,3058,2015,4951,4133,8214,.,.
GBRTENW,2003,3,short,3,14,7,2,1,1,1,4,6,9,9,11,13,28,43,65,159,331,698,1620,4621,3416,6807,5911,10383,.,.
GBRTENW,2003,3,short,3,15,4567,44,8,7,10,11,14,14,14,13,14,23,34,38,33,24,37,52,71,62,88,85,100,.,.
GBRTENW,2003,3,short,3,16,122,45,21,40,191,304,285,289,297,288,289,272,262,259,266,353,673,1226,3586,2510,5540,4718,8816,.,.
