country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
GBRTENW,2004,3,short,3,0,5139,214,94,122,337,472,544,724,1001,1462,2324,3750,5646,9403,15376,25582,44134,75272,164569,125796,231597,205727,333291,.,.
GBRTENW,2004,3,short,3,1,106,20,5,4,6,7,12,19,25,31,32,41,47,75,116,204,387,718,1668,1280,2340,2126,3180,.,.
GBRTENW,2004,3,short,3,2,33,30,27,29,42,55,73,127,229,428,815,1550,2590,4313,6614,9705,13904,18050,23936,22190,26955,26072,30424,.,.
GBRTENW,2004,3,short,3,3,23,4,2,2,1,2,2,4,4,6,5,9,14,18,30,41,69,124,366,242,582,520,826,.,.
GBRTENW,2004,3,short,3,4,88,12,7,4,8,16,16,16,21,23,36,57,71,118,259,403,644,1032,2452,1917,3376,2919,5176,.,.
GBRTENW,2004,3,short,3,5,0,1,1,1,9,30,47,48,49,42,33,34,30,42,78,238,766,2233,8844,5790,14122,12314,21229,.,.
GBRTENW,2004,3,short,3,6,142,33,12,15,25,28,26,31,47,60,88,107,149,244,362,655,1225,2349,4540,3773,5866,5711,6475,.,.
GBRTENW,2004,3,short,3,7,54,4,2,9,12,16,30,56,105,218,443,726,1180,2081,3634,6276,11079,19565,42890,33336,59405,53734,81696,.,.
GBRTENW,2004,3,short,3,8,15,2,2,1,4,7,12,21,42,60,117,184,258,477,909,1976,4404,9568,24953,18362,36348,32438,51719,.,.
GBRTENW,2004,3,short,3,9,5,1,0,0,3,2,4,14,15,26,38,70,125,247,518,951,1739,2923,5209,4482,6466,6027,8192,.,.
GBRTENW,2004,3,short,3,10,57,17,2,1,2,3,7,11,20,29,46,79,110,191,361,804,2011,4872,19686,11461,33904,26850,61634,.,.
GBRTENW,2004,3,short,3,11,44,5,9,7,5,11,9,12,15,32,61,135,275,599,1164,2186,4043,6663,11743,9757,15175,13526,21656,.,.
GBRTENW,2004,3,short,3,12,62,7,2,3,4,8,20,47,99,179,282,401,431,577,746,1137,1901,3306,6983,5529,9496,8598,13025,.,.
GBRTENW,2004,3,short,3,13,0,0,1,2,2,2,4,5,8,13,16,20,37,76,127,258,501,959,2804,1862,4432,3761,7071,.,.
GBRTENW,2004,3,short,3,14,10,1,0,1,1,3,5,10,10,12,19,25,43,68,135,330,739,1590,4856,3345,7469,6328,11955,.,.
GBRTENW,2004,3,short,3,15,4407,34,8,6,14,13,12,14,13,13,15,22,33,35,25,24,34,60,75,70,85,74,128,.,.
GBRTENW,2004,3,short,3,16,95,41,14,37,199,269,266,289,299,290,276,289,254,244,298,395,686,1261,3563,2399,5576,4729,8905,.,.
GBRTENW,2005,3,short,3,0,5083,206,90,123,324,452,516,680,957,1455,2327,3675,5650,9190,14926,24840,42973,73590,164277,124488,235411,207739,342190,.,.
GBRTENW,2005,3,short,3,1,115,22,3,2,8,5,13,18,21,28,34,45,52,73,136,229,465,903,2256,1730,3195,2937,4189,.,.
GBRTENW,2005,3,short,3,2,24,26,28,27,34,49,63,115,222,423,808,1488,2627,4226,6534,9592,13688,17922,24103,22488,26989,26427,29156,.,.
GBRTENW,2005,3,short,3,3,31,5,1,2,3,2,2,4,4,4,6,10,12,15,29,46,78,142,383,246,630,499,1134,.,.
GBRTENW,2005,3,short,3,4,70,12,4,7,9,13,13,13,18,28,40,52,76,117,203,379,644,1033,2441,1806,3576,3246,4853,.,.
GBRTENW,2005,3,short,3,5,0,0,1,1,10,26,43,58,52,40,41,41,36,50,76,227,743,2189,8812,5597,14558,12475,22596,.,.
GBRTENW,2005,3,short,3,6,149,25,12,20,27,31,32,32,41,64,88,113,158,224,386,685,1342,2309,4618,3855,5984,5552,7649,.,.
GBRTENW,2005,3,short,3,7,70,9,2,4,11,14,25,50,108,223,413,693,1125,2012,3391,5839,10412,18532,41523,31939,58658,52403,82793,.,.
GBRTENW,2005,3,short,3,8,15,4,2,2,4,7,9,20,36,61,114,169,248,438,837,1823,4153,8787,23741,17406,35067,31102,50370,.,.
GBRTENW,2005,3,short,3,9,3,0,0,1,3,5,9,9,16,28,46,73,112,219,458,925,1602,2729,5001,4276,6296,5991,7473,.,.
GBRTENW,2005,3,short,3,10,71,15,2,2,3,5,7,10,18,27,47,86,109,206,370,808,1913,4816,20102,11477,35523,28003,64540,.,.
GBRTENW,2005,3,short,3,11,34,7,6,5,5,8,7,11,14,31,59,135,281,610,1191,2221,4201,6811,12574,10182,16852,14834,24636,.,.
GBRTENW,2005,3,short,3,12,49,5,2,1,5,9,16,42,91,178,300,405,436,566,737,1085,1875,3325,7009,5623,9487,8566,13043,.,.
GBRTENW,2005,3,short,3,13,3,2,0,1,2,1,4,6,6,10,15,27,45,66,117,230,475,988,2846,1964,4423,3729,7102,.,.
GBRTENW,2005,3,short,3,14,11,0,0,0,2,2,5,6,10,14,16,31,42,78,161,337,725,1745,5146,3441,8193,7073,12512,.,.
GBRTENW,2005,3,short,3,15,4334,40,10,9,11,11,12,11,15,12,17,23,27,33,27,30,41,47,67,69,65,66,61,.,.
GBRTENW,2005,3,short,3,16,104,33,17,40,188,262,254,275,285,283,283,282,262,257,274,384,616,1314,3654,2388,5916,4836,10083,.,.
GBRTENW,2006,3,short,3,0,5128,226,102,127,351,467,547,712,998,1457,2287,3675,5658,8950,14427,23697,41024,70882,154792,117073,227238,201040,325097,.,.
GBRTENW,2006,3,short,3,1,106,20,5,3,7,4,10,19,25,28,40,44,56,95,139,294,564,1176,2860,2193,4140,3704,5768,.,.
GBRTENW,2006,3,short,3,2,33,38,25,31,42,48,75,135,234,421,792,1476,2620,4205,6524,9269,13596,17963,23709,22249,26511,25960,28568,.,.
GBRTENW,2006,3,short,3,3,30,4,1,1,1,3,2,4,4,6,6,8,18,17,26,41,65,122,327,195,580,489,921,.,.
GBRTENW,2006,3,short,3,4,78,10,7,7,8,14,14,15,20,28,37,56,73,105,204,355,587,1003,2239,1584,3496,2921,5645,.,.
GBRTENW,2006,3,short,3,5,0,0,0,0,8,24,45,44,49,37,32,30,35,38,82,221,705,2193,8667,5420,14903,12781,22830,.,.
GBRTENW,2006,3,short,3,6,151,30,14,17,38,35,26,31,42,63,90,128,155,242,367,679,1191,2342,4504,3731,5988,5670,7175,.,.
GBRTENW,2006,3,short,3,7,75,10,5,9,15,16,29,59,105,216,396,709,1117,1830,3085,5359,9547,16979,38210,29242,55433,49590,77259,.,.
GBRTENW,2006,3,short,3,8,23,1,3,1,5,5,9,22,32,57,105,168,215,399,759,1684,3824,8188,22153,16019,33935,30082,48324,.,.
GBRTENW,2006,3,short,3,9,2,1,1,1,1,4,8,11,20,28,48,67,128,226,458,868,1563,2538,4681,4011,5970,5556,7515,.,.
GBRTENW,2006,3,short,3,10,72,12,2,3,5,3,7,12,16,29,42,71,117,208,355,760,1778,4402,17205,9773,31480,24712,56764,.,.
GBRTENW,2006,3,short,3,11,53,9,9,7,6,7,10,10,13,27,54,131,282,569,1113,2060,3908,6731,11921,9527,16519,14905,22549,.,.
GBRTENW,2006,3,short,3,12,72,10,3,3,5,6,23,50,117,191,310,421,464,571,747,1120,1805,3277,6808,5435,9445,8631,12486,.,.
GBRTENW,2006,3,short,3,13,5,1,0,0,2,2,4,5,6,11,12,28,39,72,123,239,476,895,2641,1789,4277,3584,6866,.,.
GBRTENW,2006,3,short,3,14,9,1,1,0,2,3,7,8,11,13,20,29,42,79,145,354,774,1744,5262,3522,8604,7481,12797,.,.
GBRTENW,2006,3,short,3,15,4328,36,8,8,9,11,10,10,13,14,15,20,30,34,32,27,36,37,47,47,46,43,58,.,.
GBRTENW,2006,3,short,3,16,92,44,19,36,197,283,269,276,291,289,287,289,270,260,269,369,605,1292,3560,2337,5910,4929,9571,.,.
GBRTENW,2007,3,short,3,0,4934,226,97,125,327,463,524,731,984,1455,2193,3544,5617,8686,14199,22865,39874,69891,154409,116766,231486,201662,336781,.,.
GBRTENW,2007,3,short,3,1,117,25,6,3,7,8,11,16,23,31,35,49,61,94,144,299,599,1217,3048,2310,4558,4119,6110,.,.
GBRTENW,2007,3,short,3,2,29,32,27,27,42,53,76,124,229,428,773,1452,2575,4130,6496,9185,13302,18109,24015,22255,27618,26862,30289,.,.
GBRTENW,2007,3,short,3,3,26,4,3,3,2,3,3,3,3,7,8,12,14,18,29,41,66,107,310,192,551,451,904,.,.
GBRTENW,2007,3,short,3,4,111,17,6,8,9,15,16,18,19,24,38,48,76,94,191,347,611,962,2231,1609,3504,2922,5560,.,.
GBRTENW,2007,3,short,3,5,0,0,0,1,7,29,42,54,43,38,34,32,28,46,89,243,792,2380,9456,5835,16871,14016,26954,.,.
GBRTENW,2007,3,short,3,6,123,31,16,15,27,30,26,36,45,60,87,111,165,227,385,674,1350,2523,4940,4113,6633,6134,8395,.,.
GBRTENW,2007,3,short,3,7,79,11,3,5,13,19,26,55,110,194,364,670,1089,1712,2931,4935,8986,16398,37774,28974,55794,48877,80214,.,.
GBRTENW,2007,3,short,3,8,26,2,1,0,4,6,12,18,27,58,97,149,218,377,728,1558,3512,7790,20919,14990,33058,29128,46932,.,.
GBRTENW,2007,3,short,3,9,2,1,0,2,1,3,6,12,18,29,48,68,124,222,410,822,1462,2476,4472,3837,5771,5549,6557,.,.
GBRTENW,2007,3,short,3,10,62,12,3,3,4,4,6,8,22,33,54,70,113,191,347,715,1673,4155,16709,9579,31308,23630,58415,.,.
GBRTENW,2007,3,short,3,11,46,9,5,7,6,8,7,11,18,31,66,133,285,567,1159,2051,3840,6550,12121,9812,16849,15036,23247,.,.
GBRTENW,2007,3,short,3,12,46,6,3,4,2,8,21,54,106,199,272,419,489,578,737,1033,1799,3178,6672,5288,9505,8646,12539,.,.
GBRTENW,2007,3,short,3,13,3,2,0,2,2,2,3,5,5,9,12,20,38,66,114,235,443,924,2677,1859,4351,3686,6702,.,.
GBRTENW,2007,3,short,3,14,11,1,0,1,2,4,6,7,12,10,17,24,38,74,147,343,794,1801,5545,3668,9389,7844,14845,.,.
GBRTENW,2007,3,short,3,15,4166,36,8,8,10,8,10,10,14,17,16,20,30,40,23,24,32,38,56,51,67,70,56,.,.
GBRTENW,2007,3,short,3,16,88,38,16,36,191,264,252,302,291,285,271,267,275,252,270,359,613,1281,3465,2394,5657,4694,9059,.,.
GBRTENW,2008,3,short,3,0,4816,212,103,99,319,468,529,729,1016,1480,2225,3555,5451,8536,13807,22578,39048,68816,155947,118690,237754,205176,345178,.,.
GBRTENW,2008,3,short,3,1,123,22,5,2,5,6,11,17,24,33,40,44,62,80,133,244,443,894,2202,1671,3368,3010,4549,.,.
GBRTENW,2008,3,short,3,2,16,27,29,19,32,47,74,124,227,409,761,1411,2477,4079,6389,9237,13196,18012,24241,22875,27242,26495,29702,.,.
GBRTENW,2008,3,short,3,3,18,4,3,2,3,2,3,3,3,7,8,10,12,16,31,38,55,89,298,174,569,451,960,.,.
GBRTENW,2008,3,short,3,4,99,12,8,5,7,15,17,15,24,27,40,55,71,99,177,343,607,969,2314,1727,3603,3126,5177,.,.
GBRTENW,2008,3,short,3,5,0,0,1,0,8,25,36,56,54,51,42,38,43,47,86,266,816,2508,10440,6531,19021,15637,30177,.,.
GBRTENW,2008,3,short,3,6,147,27,17,14,29,33,30,31,38,63,84,116,166,255,386,704,1471,2628,5306,4398,7301,6865,8741,.,.
GBRTENW,2008,3,short,3,7,77,10,4,4,11,17,30,52,114,205,381,662,1008,1647,2729,4782,8479,15740,37333,28575,56564,49091,81206,.,.
GBRTENW,2008,3,short,3,8,12,1,3,2,4,6,12,19,32,54,91,158,219,360,664,1387,3371,7542,20966,15335,33331,28848,48113,.,.
GBRTENW,2008,3,short,3,9,3,0,0,1,2,3,5,13,19,23,52,65,102,191,389,757,1451,2314,4423,3692,6028,5646,7290,.,.
GBRTENW,2008,3,short,3,10,77,14,4,2,4,6,7,14,23,35,45,72,116,190,368,695,1648,4263,17236,9918,33305,25019,60631,.,.
GBRTENW,2008,3,short,3,11,24,11,3,6,5,8,8,12,19,33,59,131,304,578,1163,2124,3820,6719,12415,10107,17485,15314,24645,.,.
GBRTENW,2008,3,short,3,12,46,5,3,3,5,10,20,62,109,196,286,413,486,564,732,1062,1784,3097,6663,5444,9337,8327,12667,.,.
GBRTENW,2008,3,short,3,13,3,2,1,1,2,2,3,3,5,10,16,22,39,69,123,233,455,925,2657,1811,4513,3883,6591,.,.
GBRTENW,2008,3,short,3,14,7,1,1,1,2,5,5,9,11,10,13,27,46,74,143,325,804,1821,5846,3986,9931,8492,14677,.,.
GBRTENW,2008,3,short,3,15,4083,39,8,5,9,9,10,8,12,13,14,25,26,36,22,21,29,39,52,48,58,68,27,.,.
GBRTENW,2008,3,short,3,16,82,36,16,32,191,274,257,291,302,312,293,306,273,253,272,359,619,1257,3555,2398,6097,4906,10025,.,.
GBRTENW,2009,3,short,3,0,4741,181,91,109,311,420,522,677,1006,1489,2143,3339,5410,8169,13100,21526,36761,65232,147018,113831,221994,190437,321584,.,.
GBRTENW,2009,3,short,3,1,93,21,6,6,5,6,7,14,24,31,40,46,70,72,116,211,378,749,1838,1466,2678,2353,3703,.,.
GBRTENW,2009,3,short,3,2,24,26,24,23,38,48,66,119,208,408,724,1355,2462,3978,6206,9114,12866,17678,23834,22690,26419,25721,28619,.,.
GBRTENW,2009,3,short,3,3,18,4,1,1,3,2,4,3,4,6,6,13,10,15,27,41,65,105,309,209,536,454,795,.,.
GBRTENW,2009,3,short,3,4,75,10,7,7,11,17,15,12,25,25,35,47,80,97,171,302,563,913,2187,1612,3486,2994,5038,.,.
GBRTENW,2009,3,short,3,5,0,1,0,0,6,15,32,43,50,47,34,34,45,52,92,235,831,2437,9892,6279,18053,14669,28733,.,.
GBRTENW,2009,3,short,3,6,132,23,10,16,28,30,25,28,42,60,78,110,163,236,373,689,1357,2633,5304,4480,7165,6679,8699,.,.
GBRTENW,2009,3,short,3,7,64,5,4,4,14,18,25,54,107,191,362,611,989,1523,2521,4361,7817,14626,35062,26962,53359,45714,77485,.,.
GBRTENW,2009,3,short,3,8,15,2,1,2,2,4,7,16,31,58,84,124,205,323,592,1346,3065,6906,19249,14362,30288,25962,43942,.,.
GBRTENW,2009,3,short,3,9,4,0,0,0,1,3,8,10,23,37,39,65,115,186,396,699,1263,2313,4170,3557,5554,5239,6545,.,.
GBRTENW,2009,3,short,3,10,59,15,7,6,7,9,10,18,29,36,48,83,132,201,307,700,1549,3801,15324,9170,29226,21881,52409,.,.
GBRTENW,2009,3,short,3,11,31,5,4,4,7,5,6,12,15,24,54,122,279,532,1060,1973,3521,6097,11749,9618,16563,14519,23013,.,.
GBRTENW,2009,3,short,3,12,50,5,0,2,3,8,24,59,110,206,282,368,463,545,682,958,1671,3035,6363,5238,8906,8032,11666,.,.
GBRTENW,2009,3,short,3,13,3,0,0,3,4,3,5,4,8,12,13,26,41,60,112,212,413,867,2436,1740,4010,3351,6092,.,.
GBRTENW,2009,3,short,3,14,7,1,0,0,3,4,6,6,10,10,16,23,41,67,136,326,750,1815,5863,4016,10034,8353,15339,.,.
GBRTENW,2009,3,short,3,15,4078,32,12,12,11,11,11,12,14,15,17,22,31,37,24,21,28,29,54,48,67,64,77,.,.
GBRTENW,2009,3,short,3,16,87,29,14,23,167,238,272,265,305,323,310,290,283,246,287,337,623,1231,3386,2384,5649,4451,9428,.,.
GBRTENW,2010,3,short,3,0,4441,182,94,100,266,401,469,653,964,1436,2089,3319,5285,8090,12770,21197,36004,63603,147137,112040,221013,189886,324217,.,.
GBRTENW,2010,3,short,3,1,95,12,5,3,6,7,8,12,21,28,34,41,50,73,116,178,322,623,1573,1243,2267,1966,3265,.,.
GBRTENW,2010,3,short,3,2,35,28,24,25,37,40,71,117,215,398,713,1350,2412,3872,5990,9039,12728,17602,24138,22697,27171,26732,28627,.,.
GBRTENW,2010,3,short,3,3,23,4,1,3,3,2,4,4,5,7,7,11,10,18,26,40,59,108,271,184,454,383,687,.,.
GBRTENW,2010,3,short,3,4,88,11,7,4,8,13,13,20,21,31,38,53,81,87,149,285,498,969,2266,1624,3618,2964,5789,.,.
GBRTENW,2010,3,short,3,5,1,0,1,1,4,12,26,38,50,45,39,30,45,53,95,267,854,2569,11005,6943,19554,15601,32660,.,.
GBRTENW,2010,3,short,3,6,133,25,14,15,27,28,28,25,43,56,80,109,167,250,387,710,1487,2795,5486,4479,7603,7077,9348,.,.
GBRTENW,2010,3,short,3,7,45,10,5,4,12,15,30,51,98,200,349,595,943,1525,2434,4124,7425,13976,34494,25944,52493,45156,76817,.,.
GBRTENW,2010,3,short,3,8,19,2,1,1,4,5,5,17,31,45,82,139,211,294,630,1316,2894,6410,19205,13972,30219,25922,44465,.,.
GBRTENW,2010,3,short,3,9,3,0,0,1,1,4,9,11,23,35,52,66,111,193,364,684,1286,2096,4164,3498,5567,5166,6895,.,.
GBRTENW,2010,3,short,3,10,53,15,4,4,5,6,8,12,22,35,47,71,114,185,308,636,1396,3492,14500,8484,27163,20392,49611,.,.
GBRTENW,2010,3,short,3,11,28,6,5,4,4,5,9,8,14,36,52,116,278,558,1049,2029,3585,6092,11920,9741,16504,14435,23364,.,.
GBRTENW,2010,3,short,3,12,29,4,3,1,6,8,18,60,111,191,268,371,476,558,690,1000,1670,2958,6411,5189,8982,8203,11566,.,.
GBRTENW,2010,3,short,3,13,6,0,0,1,1,2,5,4,7,12,16,25,41,62,114,206,411,875,2385,1663,3907,3249,6089,.,.
GBRTENW,2010,3,short,3,14,13,2,1,0,2,2,5,6,8,11,15,27,40,75,134,300,761,1846,5982,3994,10167,8320,16291,.,.
GBRTENW,2010,3,short,3,15,3794,33,10,7,10,12,12,8,12,13,16,24,29,29,26,27,31,31,51,49,57,52,75,.,.
GBRTENW,2010,3,short,3,16,76,30,13,25,137,241,219,259,284,294,280,292,278,257,259,356,599,1161,3288,2338,5287,4267,8668,.,.
GBRTENW,2011,3,short,3,0,4383,183,82,89,233,364,452,616,923,1396,2038,3205,5072,7916,12240,20671,34200,61050,142325,107429,209062,179229,316658,.,.
GBRTENW,2011,3,short,3,1,95,24,4,2,4,4,6,12,19,19,35,45,58,75,110,179,355,685,1691,1302,2435,2148,3468,.,.
GBRTENW,2011,3,short,3,2,29,24,25,23,30,48,73,120,205,382,707,1316,2367,3873,5999,9003,12488,17454,24582,22906,27788,26787,31397,.,.
GBRTENW,2011,3,short,3,3,17,3,2,2,2,2,3,3,6,3,5,9,13,20,24,34,52,121,282,176,482,349,964,.,.
GBRTENW,2011,3,short,3,4,75,15,4,6,7,13,10,16,19,31,39,41,70,96,136,247,441,849,1949,1406,2989,2525,4659,.,.
GBRTENW,2011,3,short,3,5,0,1,0,1,1,1,6,9,14,15,22,26,40,61,128,409,1408,4285,17430,11174,29394,24152,48301,.,.
GBRTENW,2011,3,short,3,6,130,18,12,11,23,30,29,29,37,56,78,110,142,240,378,711,1410,2676,5722,4634,7804,7140,10199,.,.
GBRTENW,2011,3,short,3,7,63,7,2,5,10,16,28,44,95,174,309,541,888,1404,2128,3852,6756,12381,30322,22833,44645,38597,66457,.,.
GBRTENW,2011,3,short,3,8,6,2,2,1,3,5,6,14,29,47,78,130,195,286,533,1150,2434,5245,14943,10582,23284,19809,35815,.,.
GBRTENW,2011,3,short,3,9,7,0,0,0,1,5,6,13,14,28,41,52,88,152,306,590,1065,1873,3467,2963,4431,4123,5540,.,.
GBRTENW,2011,3,short,3,10,66,15,4,3,4,5,12,15,24,36,51,79,116,170,273,610,1249,3300,14116,8174,25481,19124,48409,.,.
GBRTENW,2011,3,short,3,11,45,5,4,3,3,4,8,9,19,33,52,123,261,565,1047,2061,3459,6207,12111,9958,16228,14228,23439,.,.
GBRTENW,2011,3,short,3,12,20,5,1,2,4,7,24,53,103,204,262,368,454,568,657,993,1548,2673,5807,4575,8164,7214,11592,.,.
GBRTENW,2011,3,short,3,13,3,1,1,1,2,3,5,5,9,10,13,26,44,71,114,194,389,820,2205,1565,3428,2883,5394,.,.
GBRTENW,2011,3,short,3,14,4,0,1,1,1,3,3,9,7,12,11,18,38,58,117,262,553,1289,4483,2882,7546,6126,12666,.,.
GBRTENW,2011,3,short,3,15,3763,36,5,7,8,8,9,12,12,11,13,18,23,26,29,20,27,39,48,44,57,53,72,.,.
GBRTENW,2011,3,short,3,16,59,26,15,21,129,210,225,253,310,334,321,302,274,249,264,357,566,1152,3165,2255,4907,3971,8285,.,.
GBRTENW,2012,3,short,3,0,4197,168,85,94,234,345,419,586,865,1335,2012,3056,4944,7805,12033,20362,34193,61902,148729,110556,218175,188199,334361,.,.
GBRTENW,2012,3,short,3,1,82,12,4,3,3,4,6,9,16,22,33,40,52,86,105,179,352,582,1542,1165,2226,1938,3343,.,.
GBRTENW,2012,3,short,3,2,20,28,25,26,29,41,66,123,202,378,726,1290,2342,3854,5804,8875,12483,17572,24955,23147,28244,27460,31281,.,.
GBRTENW,2012,3,short,3,3,14,4,2,1,1,2,1,2,4,5,8,9,14,16,25,43,62,86,236,155,384,316,647,.,.
GBRTENW,2012,3,short,3,4,70,12,7,6,9,12,14,16,21,28,31,45,70,100,141,251,476,846,1966,1427,2946,2421,4983,.,.
GBRTENW,2012,3,short,3,5,0,0,0,0,2,1,4,11,14,19,24,22,35,62,136,467,1490,4851,19933,12824,32867,27557,53449,.,.
GBRTENW,2012,3,short,3,6,125,18,12,11,22,28,24,25,39,45,83,110,158,264,405,757,1572,2987,6765,5512,9043,8436,11396,.,.
GBRTENW,2012,3,short,3,7,64,10,3,3,13,15,25,45,88,179,293,515,848,1319,2123,3684,6428,12435,31432,22770,47192,40459,73288,.,.
GBRTENW,2012,3,short,3,8,10,2,1,1,4,4,7,12,26,44,74,120,193,279,508,1074,2309,5032,14941,10510,23001,19450,36764,.,.
GBRTENW,2012,3,short,3,9,6,0,0,0,2,4,4,9,19,26,41,55,96,159,292,588,1065,1785,3493,2903,4565,4250,5784,.,.
GBRTENW,2012,3,short,3,10,55,12,4,3,2,4,4,6,12,23,39,55,86,145,262,530,1279,3257,14293,8027,25693,19457,49862,.,.
GBRTENW,2012,3,short,3,11,21,5,3,5,6,4,4,7,18,31,52,106,244,591,1084,2149,3619,6433,13180,10628,17822,15695,26069,.,.
GBRTENW,2012,3,short,3,12,21,5,2,2,5,6,23,47,83,177,251,335,430,527,679,945,1553,2711,5922,4698,8150,7425,10961,.,.
GBRTENW,2012,3,short,3,13,3,1,0,2,2,2,3,4,8,11,13,25,40,62,111,209,372,831,2294,1552,3644,3138,5605,.,.
GBRTENW,2012,3,short,3,14,6,0,0,0,1,4,5,6,6,8,13,18,33,68,102,252,541,1321,4567,2900,7599,6220,12946,.,.
GBRTENW,2012,3,short,3,15,3615,34,10,7,8,9,12,11,12,10,14,18,22,27,26,25,26,40,58,57,58,51,85,.,.
GBRTENW,2012,3,short,3,16,85,25,12,24,124,205,217,252,297,328,315,292,282,247,232,335,564,1137,3153,2281,4741,3926,7898,.,.
GBRTENW,2013,3,short,3,0,3882,173,81,94,223,336,442,611,919,1374,2015,3067,4926,7816,11873,19969,33808,61645,149479,110291,218849,190907,335106,.,.
GBRTENW,2013,3,short,3,1,65,14,5,4,4,3,7,10,19,26,33,43,59,77,106,157,348,650,1573,1158,2309,2104,3162,.,.
GBRTENW,2013,3,short,3,2,22,30,25,23,27,41,70,126,208,380,692,1249,2234,3779,5778,8706,12219,17247,24648,22622,28235,27742,30289,.,.
GBRTENW,2013,3,short,3,3,10,5,1,1,1,2,2,3,5,4,4,11,15,20,24,43,65,87,227,150,364,282,709,.,.
GBRTENW,2013,3,short,3,4,55,9,4,6,10,11,17,17,21,29,41,55,69,99,143,252,462,811,1923,1406,2838,2464,4396,.,.
GBRTENW,2013,3,short,3,5,0,0,0,1,2,3,8,11,14,20,23,30,42,63,143,450,1563,5022,20983,13388,34425,29069,56712,.,.
GBRTENW,2013,3,short,3,6,121,25,13,10,23,22,29,27,36,55,80,103,159,254,422,750,1548,3261,7223,5908,9552,8825,12576,.,.
GBRTENW,2013,3,short,3,7,65,9,3,5,8,15,27,41,87,172,311,533,881,1348,2046,3637,6285,12132,31050,22469,46242,40353,70744,.,.
GBRTENW,2013,3,short,3,8,17,1,0,1,4,4,7,17,26,49,75,117,199,277,459,1023,2240,4833,14077,9717,21795,19010,33381,.,.
GBRTENW,2013,3,short,3,9,9,0,0,0,1,3,6,11,15,26,39,56,85,160,267,546,977,1703,3349,2794,4331,3968,5843,.,.
GBRTENW,2013,3,short,3,10,45,14,3,1,1,4,5,10,15,25,44,53,85,164,235,539,1282,3270,14492,8064,25871,19599,51967,.,.
GBRTENW,2013,3,short,3,11,26,4,4,5,5,5,6,10,14,34,55,116,256,615,1079,2185,3793,6758,13914,11004,19066,16931,27950,.,.
GBRTENW,2013,3,short,3,12,16,4,3,2,7,6,20,44,105,181,249,325,447,538,656,876,1416,2559,5883,4760,7872,7154,10860,.,.
GBRTENW,2013,3,short,3,13,1,1,1,1,1,2,4,5,5,8,14,24,34,63,108,203,399,794,2201,1496,3450,2936,5587,.,.
GBRTENW,2013,3,short,3,14,1,1,0,1,1,2,5,6,6,12,10,21,39,61,117,235,537,1237,4408,2854,7157,5907,12361,.,.
GBRTENW,2013,3,short,3,15,3362,31,8,9,7,7,7,9,11,15,15,16,25,31,24,21,27,39,49,46,53,57,38,.,.
GBRTENW,2013,3,short,3,16,68,23,10,25,120,205,222,265,330,339,329,315,296,268,266,346,648,1241,3478,2457,5287,4507,8529,.,.
GBRTENW,2014,3,short,3,0,3837,161,85,93,242,359,448,614,900,1386,2029,3037,4781,7718,11619,19554,32932,59321,144163,106260,210143,184794,317371,.,.
GBRTENW,2014,3,short,3,1,68,10,3,5,4,5,5,8,20,21,29,45,55,82,115,182,312,609,1474,1107,2115,1925,2916,.,.
GBRTENW,2014,3,short,3,2,16,26,27,21,34,43,74,125,198,385,679,1225,2179,3700,5613,8598,12113,17211,25147,23132,28654,28110,30954,.,.
GBRTENW,2014,3,short,3,3,15,3,2,1,1,3,2,4,4,5,9,8,13,15,28,40,55,84,238,158,376,315,636,.,.
GBRTENW,2014,3,short,3,4,53,10,4,5,10,14,14,20,24,29,38,50,72,109,151,284,450,864,1994,1462,2921,2509,4663,.,.
GBRTENW,2014,3,short,3,5,0,0,1,1,0,2,5,10,16,16,23,23,30,53,151,494,1664,5267,22253,13820,36933,31618,59415,.,.
GBRTENW,2014,3,short,3,6,107,18,10,16,25,24,25,30,39,44,76,100,137,255,414,793,1661,3510,8086,6256,11271,10575,14219,.,.
GBRTENW,2014,3,short,3,7,58,5,4,2,10,15,26,46,81,172,317,507,833,1354,1963,3353,5931,11211,29508,21392,43636,37762,68485,.,.
GBRTENW,2014,3,short,3,8,10,2,1,1,2,4,6,14,28,58,71,123,187,272,481,985,2122,4614,13498,9365,20694,17889,32557,.,.
GBRTENW,2014,3,short,3,9,6,0,0,0,2,2,4,8,13,33,43,57,100,144,254,534,969,1564,3087,2603,3929,3652,5102,.,.
GBRTENW,2014,3,short,3,10,37,17,4,3,6,6,7,9,18,30,44,71,101,185,275,571,1335,3309,14369,8021,25419,19659,49787,.,.
GBRTENW,2014,3,short,3,11,21,6,3,5,6,4,7,6,9,29,47,97,224,554,1005,2018,3365,5366,9437,8296,11422,11071,12906,.,.
GBRTENW,2014,3,short,3,12,10,4,3,3,3,5,18,55,94,164,249,318,429,537,637,890,1455,2541,5591,4419,7632,7046,10111,.,.
GBRTENW,2014,3,short,3,13,6,1,0,1,4,3,3,3,7,12,14,19,38,60,106,171,341,730,2064,1361,3287,2829,5224,.,.
GBRTENW,2014,3,short,3,14,4,1,1,0,1,2,5,6,7,11,13,18,27,55,92,200,474,1164,3974,2480,6573,5440,11367,.,.
