country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
GBRTENW,2002,1,interm,3,6,7,0,0,1,0,1,2,8,16,17,16,6,4,8,4,2,1,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,7,0,0,0,0,0,0,2,1,4,5,10,14,8,10,7,6,7,9,18,20,14,16,0,.,.
GBRTENW,2002,1,interm,3,8,10,2,1,0,3,1,4,2,3,3,2,4,7,6,17,12,14,15,60,40,114,81,313,.,.
GBRTENW,2002,1,interm,3,9,0,2,1,1,0,0,1,2,1,5,2,4,4,3,9,12,11,20,41,35,57,49,104,.,.
GBRTENW,2002,1,interm,3,10,0,0,0,0,0,1,2,3,6,12,35,65,100,122,118,146,176,203,304,313,281,276,313,.,.
GBRTENW,2002,1,interm,3,11,0,0,0,0,0,1,1,4,8,29,69,121,234,343,470,701,950,1185,1379,1387,1359,1429,940,.,.
GBRTENW,2002,1,interm,3,12,0,0,0,0,1,1,1,2,6,17,28,60,107,234,380,663,971,1291,1728,1604,2060,2159,1463,.,.
GBRTENW,2002,1,interm,3,13,0,0,0,0,0,2,1,4,12,21,44,87,186,342,538,823,1234,1687,2458,2436,2516,2500,2612,.,.
GBRTENW,2002,1,interm,3,14,0,0,0,0,0,0,1,3,6,13,39,69,148,218,358,429,672,889,1347,1246,1618,1575,1881,.,.
GBRTENW,2002,1,interm,3,15,0,2,0,1,0,1,1,6,4,9,26,38,63,84,143,239,309,347,412,419,395,373,522,.,.
GBRTENW,2002,1,interm,3,16,0,0,0,0,0,0,0,1,6,20,46,82,137,257,369,535,706,915,1122,1119,1127,1072,1463,.,.
GBRTENW,2002,1,interm,3,17,0,0,0,0,1,0,2,0,2,9,13,25,51,87,144,223,329,522,707,645,871,877,836,.,.
GBRTENW,2002,1,interm,3,18,0,0,0,0,0,0,0,0,1,2,9,23,43,59,83,87,116,172,186,156,266,276,209,.,.
GBRTENW,2002,1,interm,3,19,0,0,0,0,0,0,0,3,14,56,157,374,779,1473,2288,3432,4775,5382,5815,6026,5251,5325,4807,.,.
GBRTENW,2002,1,interm,3,20,0,1,0,1,1,6,4,10,15,18,28,43,53,68,101,123,210,263,535,449,766,633,1567,.,.
GBRTENW,2002,1,interm,3,21,0,0,0,0,0,0,0,0,0,0,1,1,4,6,7,16,18,27,60,55,71,65,104,.,.
GBRTENW,2002,1,interm,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,25,0,0,0,0,1,0,0,0,1,3,10,41,106,318,695,1332,2587,4432,8920,7846,11783,11397,14107,.,.
GBRTENW,2002,1,interm,3,26,0,0,0,0,1,2,5,3,6,4,7,7,8,7,10,16,25,33,82,66,127,114,209,.,.
GBRTENW,2002,1,interm,3,27,0,0,0,0,0,0,1,0,1,5,8,32,65,146,262,471,807,1240,2442,2042,3506,3377,4284,.,.
GBRTENW,2002,1,interm,3,28,0,1,0,0,0,1,1,1,6,12,39,60,121,169,247,291,431,442,614,560,758,779,627,.,.
GBRTENW,2002,1,interm,3,29,7,10,11,9,6,7,14,17,24,43,65,93,118,165,217,237,243,186,145,151,129,81,418,.,.
GBRTENW,2002,1,interm,3,30,0,9,14,16,11,8,12,11,14,17,25,44,79,106,223,325,513,668,1052,943,1343,1201,2194,.,.
GBRTENW,2002,1,interm,3,31,0,1,1,1,7,11,8,14,25,38,50,90,164,280,402,682,836,1083,1525,1407,1841,1835,1881,.,.
GBRTENW,2002,1,interm,3,32,0,0,0,0,2,0,1,1,1,2,7,8,13,30,43,77,184,199,390,398,368,325,627,.,.
GBRTENW,2002,1,interm,3,33,7,14,8,9,19,17,14,21,26,47,92,195,339,605,936,1489,2097,2790,3811,3706,4091,4059,4284,.,.
GBRTENW,2002,1,interm,3,34,10,2,1,3,2,1,3,7,7,15,17,21,36,59,109,243,396,798,1318,1119,1849,1705,2717,.,.
GBRTENW,2002,1,interm,3,35,0,0,1,1,2,3,5,10,14,16,33,44,71,143,247,475,691,1205,2248,1861,3279,2939,5329,.,.
GBRTENW,2002,1,interm,3,36,0,0,0,0,0,0,1,0,0,0,0,1,1,1,3,4,4,20,22,20,28,32,0,.,.
GBRTENW,2002,1,interm,3,37,80,18,6,7,8,13,8,11,5,13,13,19,23,43,40,78,96,124,307,252,455,357,1045,.,.
GBRTENW,2002,1,interm,3,38,47,3,2,2,3,4,3,6,3,8,6,12,16,24,31,52,79,122,373,318,521,503,627,.,.
GBRTENW,2002,1,interm,3,39,0,0,0,0,0,0,0,0,0,0,1,2,15,25,65,239,784,1996,6676,4997,11154,10196,16929,.,.
GBRTENW,2002,1,interm,3,40,0,0,0,0,0,2,6,11,12,17,27,31,34,25,13,14,11,9,34,30,43,32,104,.,.
GBRTENW,2002,1,interm,3,41,0,0,0,3,19,77,95,78,52,28,19,12,1,2,0,3,1,2,7,10,0,0,0,.,.
GBRTENW,2002,1,interm,3,42,0,0,0,1,1,1,1,2,0,0,1,0,3,2,3,8,27,49,133,61,325,292,522,.,.
GBRTENW,2002,1,interm,3,43,60,2,1,1,0,1,5,6,12,21,53,52,79,106,166,216,202,276,253,242,280,292,209,.,.
GBRTENW,2002,1,interm,3,44,0,0,0,1,1,0,0,0,0,0,1,1,9,23,97,264,774,1399,2584,2451,2941,2874,3344,.,.
GBRTENW,2002,1,interm,3,45,7,7,2,1,0,1,0,0,1,2,4,4,14,28,64,180,461,862,2199,1881,3047,2841,4284,.,.
GBRTENW,2002,1,interm,3,46,10,2,3,6,9,12,17,23,28,30,36,33,23,17,21,27,38,75,86,81,98,97,104,.,.
GBRTENW,2002,1,interm,3,47,137,18,12,12,30,19,14,17,18,21,24,27,48,44,70,78,156,225,344,282,507,487,627,.,.
GBRTENW,2002,1,interm,3,48,0,0,0,0,0,0,2,0,2,1,2,8,9,21,32,69,86,108,126,126,127,114,209,.,.
GBRTENW,2002,1,interm,3,49,0,0,0,0,0,0,0,0,0,0,0,1,3,2,7,7,27,62,180,126,325,292,522,.,.
GBRTENW,2002,1,interm,3,50,0,0,0,0,0,1,1,1,6,11,22,35,46,66,119,187,351,544,879,782,1138,1136,1149,.,.
GBRTENW,2002,1,interm,3,51,3,0,0,0,0,0,7,24,50,151,295,511,885,1477,2488,4100,6683,10261,15545,14447,18471,18605,17660,.,.
GBRTENW,2002,1,interm,3,52,0,0,1,0,1,0,7,13,52,126,237,403,591,953,1442,2119,3020,4189,5678,5441,6310,6039,7942,.,.
GBRTENW,2002,1,interm,3,53,0,0,0,0,0,0,1,5,16,39,106,205,370,751,1357,2620,4797,8660,18384,15310,26581,24629,38351,.,.
GBRTENW,2002,1,interm,3,54,17,3,1,1,0,2,2,3,7,6,12,24,37,55,98,197,309,550,1120,1014,1404,1429,1254,.,.
GBRTENW,2002,1,interm,3,55,0,0,0,0,1,3,4,1,5,9,17,27,31,69,102,231,384,701,1422,1296,1758,1737,1881,.,.
GBRTENW,2002,1,interm,3,56,3,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,7,15,5,43,32,104,.,.
GBRTENW,2002,1,interm,3,57,0,0,0,0,1,2,1,2,3,3,5,14,26,63,132,351,856,1992,6443,4528,11548,9806,22049,.,.
GBRTENW,2002,1,interm,3,58,50,7,1,4,8,17,20,26,30,49,59,84,116,157,193,324,527,1094,2852,2098,4865,4302,8255,.,.
GBRTENW,2002,1,interm,3,59,0,1,1,3,4,4,8,19,31,65,98,118,162,214,318,490,736,937,1468,1341,1807,1656,2717,.,.
GBRTENW,2002,1,interm,3,60,3,1,0,1,2,1,0,1,4,8,19,30,46,92,172,320,681,1251,2712,2390,3571,3539,3762,.,.
GBRTENW,2002,1,interm,3,61,10,2,0,0,0,1,1,1,2,10,29,59,134,346,793,1833,4146,8552,20881,16873,31567,29661,43053,.,.
GBRTENW,2002,1,interm,3,62,0,0,0,0,0,1,0,0,0,0,3,2,3,12,29,77,213,413,982,792,1490,1477,1567,.,.
GBRTENW,2002,1,interm,3,63,0,0,0,1,2,2,2,6,7,14,24,44,116,296,616,1268,2220,3413,5642,5280,6607,6299,8464,.,.
GBRTENW,2002,1,interm,3,64,0,0,0,0,2,2,8,10,11,19,37,47,68,101,119,232,395,539,895,802,1143,1055,1672,.,.
GBRTENW,2002,1,interm,3,65,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,2,1,9,8,0,28,32,0,.,.
GBRTENW,2002,1,interm,3,66,70,3,2,2,4,4,10,12,28,36,62,94,131,237,422,974,2433,5877,21463,14251,40693,34077,80568,.,.
GBRTENW,2002,1,interm,3,67,23,2,1,1,1,1,1,1,1,1,2,6,9,8,12,27,60,144,414,277,777,698,1254,.,.
GBRTENW,2002,1,interm,3,68,0,1,3,5,6,10,4,9,8,8,13,19,19,26,28,53,74,122,202,166,298,244,627,.,.
GBRTENW,2002,1,interm,3,69,0,2,0,1,1,1,1,1,3,7,30,77,214,511,1034,2210,4281,6751,10793,10035,12814,12322,15779,.,.
GBRTENW,2002,1,interm,3,70,7,0,0,0,1,3,1,0,4,4,7,12,19,23,48,83,186,371,1112,923,1617,1348,3239,.,.
GBRTENW,2002,1,interm,3,71,0,0,0,0,0,0,0,0,0,0,1,2,6,6,25,44,127,248,312,308,325,292,522,.,.
GBRTENW,2002,1,interm,3,72,7,2,0,1,1,1,0,2,1,2,8,18,41,85,168,280,496,683,888,751,1253,1218,1463,.,.
GBRTENW,2002,1,interm,3,73,23,6,1,2,2,2,2,1,5,7,11,13,27,50,86,195,483,1030,3508,2426,6393,5130,14003,.,.
GBRTENW,2002,1,interm,3,74,0,0,0,1,0,2,2,2,6,9,21,35,52,90,137,259,455,756,1403,1230,1865,1688,2926,.,.
GBRTENW,2002,1,interm,3,75,7,0,0,0,0,0,0,1,0,2,2,2,6,8,16,37,86,102,370,287,591,584,627,.,.
GBRTENW,2002,1,interm,3,76,47,3,4,1,3,3,2,4,5,9,21,37,65,108,203,384,718,1218,2187,1861,3057,2922,3866,.,.
GBRTENW,2002,1,interm,3,77,0,0,0,0,0,2,13,32,70,146,223,230,223,232,209,153,108,80,41,40,42,49,0,.,.
GBRTENW,2002,1,interm,3,78,0,0,0,0,0,1,1,6,18,35,48,60,72,80,101,106,130,141,156,166,128,97,313,.,.
GBRTENW,2002,1,interm,3,79,7,3,0,0,0,2,3,6,13,20,33,44,34,48,49,52,85,91,150,116,241,211,418,.,.
GBRTENW,2002,1,interm,3,80,0,0,0,0,0,0,0,0,2,1,2,5,9,19,41,53,141,177,451,388,619,601,731,.,.
GBRTENW,2002,1,interm,3,81,0,0,0,0,1,3,3,4,11,12,19,23,26,35,50,67,106,164,227,212,267,260,313,.,.
GBRTENW,2002,1,interm,3,82,3,0,0,1,1,1,2,3,6,11,13,17,31,49,79,170,319,648,1385,1003,2403,2143,3971,.,.
GBRTENW,2002,1,interm,3,83,0,1,0,0,0,1,0,0,1,2,5,5,12,17,37,55,81,217,526,388,892,763,1672,.,.
GBRTENW,2002,1,interm,3,84,7,0,1,1,1,1,1,2,3,7,11,15,21,61,89,146,262,550,1506,1109,2564,2192,4807,.,.
GBRTENW,2002,1,interm,3,85,0,1,0,0,1,0,2,1,1,2,5,5,5,11,21,55,85,179,342,338,354,308,627,.,.
GBRTENW,2002,1,interm,3,86,3,0,0,0,0,1,2,1,4,5,10,17,15,43,85,170,349,694,2085,1599,3384,2922,6165,.,.
