country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
GBRTENW,2005,1,interm,3,40,0,0,0,0,1,3,5,12,12,23,39,39,33,38,22,21,16,8,10,10,12,14,0,.,.
GBRTENW,2005,1,interm,3,41,0,0,0,0,14,40,65,84,72,38,22,21,5,2,3,0,1,2,3,5,0,0,0,.,.
GBRTENW,2005,1,interm,3,42,0,0,1,1,0,0,0,1,0,1,1,1,2,1,2,8,17,30,91,53,184,172,255,.,.
GBRTENW,2005,1,interm,3,43,53,2,1,0,0,2,2,3,13,25,45,53,82,134,166,218,263,261,249,252,243,272,85,.,.
GBRTENW,2005,1,interm,3,44,0,0,0,2,0,0,0,0,1,0,1,2,6,22,98,323,716,1416,2452,2299,2826,2859,2639,.,.
GBRTENW,2005,1,interm,3,45,3,5,1,2,0,0,0,0,1,0,3,4,12,27,59,159,442,848,2236,1844,3193,2988,4342,.,.
GBRTENW,2005,1,interm,3,46,6,6,0,6,11,18,20,21,21,35,35,24,24,20,36,28,42,80,108,106,111,100,170,.,.
GBRTENW,2005,1,interm,3,47,88,13,9,13,26,16,15,10,12,21,19,33,44,40,78,103,129,193,301,305,293,315,170,.,.
GBRTENW,2005,1,interm,3,48,0,1,0,0,0,1,0,2,2,3,3,5,8,21,27,56,89,120,194,179,232,243,170,.,.
GBRTENW,2005,1,interm,3,49,0,0,0,0,0,0,1,0,0,0,2,1,1,1,3,6,23,68,277,198,468,415,766,.,.
GBRTENW,2005,1,interm,3,50,0,0,0,0,0,0,0,5,8,14,20,31,52,78,119,177,285,505,1125,949,1557,1515,1788,.,.
GBRTENW,2005,1,interm,3,51,3,0,0,0,1,3,7,14,51,111,224,404,644,1098,1806,3056,4909,7893,13456,11912,17227,16440,21626,.,.
GBRTENW,2005,1,interm,3,52,0,0,0,0,1,1,6,10,41,106,211,353,547,880,1249,1867,2862,3899,5761,5387,6675,6605,7067,.,.
GBRTENW,2005,1,interm,3,53,0,0,0,0,0,1,2,5,15,40,89,173,309,629,1138,2064,3816,7420,15892,13069,22787,21029,32609,.,.
GBRTENW,2005,1,interm,3,54,6,2,0,1,1,2,3,4,9,8,18,27,46,71,111,158,329,507,967,866,1212,1201,1277,.,.
GBRTENW,2005,1,interm,3,55,0,2,1,1,1,1,1,4,5,5,14,19,31,59,93,195,372,696,1484,1355,1797,1844,1533,.,.
GBRTENW,2005,1,interm,3,56,0,0,0,1,1,1,0,0,1,0,0,1,0,0,0,2,4,10,11,5,25,14,85,.,.
GBRTENW,2005,1,interm,3,57,0,0,0,0,1,2,2,1,2,5,5,8,22,55,117,258,720,1651,5879,4076,10284,9092,16943,.,.
GBRTENW,2005,1,interm,3,58,63,8,0,3,14,8,16,25,41,50,65,81,120,159,213,294,526,969,2877,1999,5021,4274,9195,.,.
GBRTENW,2005,1,interm,3,59,0,0,2,3,5,4,9,17,34,50,86,115,149,193,271,419,665,949,1422,1307,1705,1644,2043,.,.
GBRTENW,2005,1,interm,3,60,3,0,0,0,1,1,0,2,3,10,14,21,36,73,138,249,471,943,2078,1772,2826,2859,2639,.,.
GBRTENW,2005,1,interm,3,61,13,4,0,0,1,0,0,1,3,9,19,40,99,243,547,1332,3246,6858,17426,13737,26437,24174,39080,.,.
GBRTENW,2005,1,interm,3,62,0,1,0,0,0,0,0,0,1,0,2,3,4,11,25,59,172,343,858,624,1428,1272,2299,.,.
GBRTENW,2005,1,interm,3,63,0,0,0,1,2,2,5,3,9,11,24,53,101,225,491,1042,1764,2975,4828,4313,6087,5790,7748,.,.
GBRTENW,2005,1,interm,3,64,6,0,0,0,2,2,5,6,10,19,34,48,61,84,128,207,303,467,848,823,909,843,1277,.,.
GBRTENW,2005,1,interm,3,65,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,6,14,5,37,29,85,.,.
GBRTENW,2005,1,interm,3,66,66,13,0,2,2,6,6,13,23,32,56,103,130,232,417,912,2089,5279,19797,12503,37618,31336,72711,.,.
GBRTENW,2005,1,interm,3,67,25,2,0,1,0,1,1,0,1,2,4,6,8,13,26,50,95,241,902,591,1663,1472,2725,.,.
GBRTENW,2005,1,interm,3,68,3,0,3,3,1,4,4,6,4,9,10,16,11,18,27,27,48,96,283,232,407,357,681,.,.
GBRTENW,2005,1,interm,3,69,3,1,1,0,1,3,1,2,4,13,28,90,212,546,1053,1906,3733,6146,10327,9512,12319,11765,15411,.,.
GBRTENW,2005,1,interm,3,70,0,2,1,1,1,1,2,1,0,8,10,19,19,34,52,111,254,560,1750,1297,2856,2545,4598,.,.
GBRTENW,2005,1,interm,3,71,0,0,0,0,0,0,0,0,0,0,0,3,1,11,19,53,105,175,239,232,256,272,170,.,.
GBRTENW,2005,1,interm,3,72,6,1,1,0,1,0,1,1,4,2,6,17,43,84,175,331,530,726,956,954,963,1029,596,.,.
GBRTENW,2005,1,interm,3,73,25,5,1,2,3,0,1,4,4,3,17,13,38,47,92,225,561,1274,4405,2909,8060,6805,15070,.,.
GBRTENW,2005,1,interm,3,74,0,0,1,0,0,1,2,3,6,9,22,36,49,82,129,178,367,626,1045,963,1243,1115,1958,.,.
GBRTENW,2005,1,interm,3,75,0,0,0,0,1,0,0,1,0,1,2,6,6,10,20,40,67,154,381,276,639,586,937,.,.
GBRTENW,2005,1,interm,3,76,41,2,0,1,3,3,1,4,6,16,20,35,49,107,181,374,693,1360,2531,2120,3535,3345,4598,.,.
GBRTENW,2005,1,interm,3,77,0,0,0,0,0,2,6,26,68,130,228,297,289,274,215,174,109,100,69,77,49,57,0,.,.
GBRTENW,2005,1,interm,3,78,0,0,1,0,1,0,2,2,14,31,39,67,68,89,102,116,125,144,118,106,146,172,0,.,.
GBRTENW,2005,1,interm,3,79,9,2,2,0,0,2,4,5,11,25,30,45,42,49,52,64,74,80,118,106,146,157,85,.,.
GBRTENW,2005,1,interm,3,80,0,0,0,0,0,1,0,0,0,1,2,6,6,21,43,53,132,253,555,455,799,743,1107,.,.
GBRTENW,2005,1,interm,3,81,0,0,0,0,1,1,3,4,6,13,22,24,23,38,36,65,97,126,261,228,344,329,426,.,.
GBRTENW,2005,1,interm,3,82,3,2,0,0,1,0,1,2,4,11,19,20,30,58,82,122,279,505,1524,1162,2410,2202,3576,.,.
GBRTENW,2005,1,interm,3,83,0,0,0,0,0,0,0,1,4,3,5,9,13,19,30,67,113,281,644,465,1081,1001,1533,.,.
GBRTENW,2005,1,interm,3,84,3,2,1,1,1,1,3,2,4,7,8,18,27,35,74,154,267,552,1422,1075,2270,1930,4172,.,.
GBRTENW,2005,1,interm,3,85,3,0,0,0,1,0,0,0,2,2,2,4,5,13,14,39,64,154,342,271,515,500,596,.,.
GBRTENW,2005,1,interm,3,86,0,0,1,0,1,1,0,2,4,7,7,12,15,31,54,134,266,682,1813,1292,3085,2845,4427,.,.
GBRTENW,2005,1,interm,3,87,0,0,0,0,0,0,2,1,1,2,7,13,15,31,81,163,420,1031,3300,2169,6065,5261,10558,.,.
GBRTENW,2005,1,interm,3,88,3,0,0,0,0,0,0,0,0,0,2,0,3,2,7,23,30,124,343,266,529,472,851,.,.
GBRTENW,2005,1,interm,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,90,3288,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,91,1251,38,9,8,12,13,12,11,15,15,19,24,32,38,28,37,44,54,87,77,111,100,170,.,.
GBRTENW,2005,1,interm,3,92,321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,93,0,9,12,27,157,184,112,107,94,87,67,75,65,58,53,66,87,181,243,213,318,329,255,.,.
GBRTENW,2005,1,interm,3,94,3,3,1,3,5,10,6,13,19,28,29,42,57,65,93,155,274,520,1236,891,2080,1858,3321,.,.
GBRTENW,2005,1,interm,3,95,3,8,2,2,9,6,5,4,5,4,5,8,8,4,6,6,9,6,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,96,0,5,1,1,2,2,3,5,4,7,3,1,7,10,10,9,11,28,38,39,36,43,0,.,.
GBRTENW,2005,1,interm,3,97,0,0,0,0,2,2,4,2,11,8,8,10,5,4,3,1,0,0,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,98,0,0,0,2,5,27,52,56,46,34,23,16,11,9,4,9,3,10,21,24,12,14,0,.,.
GBRTENW,2005,1,interm,3,99,41,4,1,8,5,7,9,9,9,10,12,12,11,16,10,27,30,42,101,68,183,186,170,.,.
GBRTENW,2005,1,interm,3,100,0,0,0,1,31,83,100,138,158,149,159,130,122,97,82,88,82,136,236,213,293,300,255,.,.
GBRTENW,2005,1,interm,3,101,6,1,1,0,6,7,10,6,3,2,3,5,2,3,2,0,1,0,0,0,0,0,0,.,.
GBRTENW,2005,1,interm,3,102,35,8,2,10,46,84,86,84,85,83,80,69,43,58,43,37,35,62,70,68,74,57,170,.,.
GBRTENW,2005,1,interm,3,103,9,0,1,0,1,1,0,0,1,2,1,3,5,7,15,33,43,78,123,102,175,114,511,.,.
GBRTENW,2005,1,interm,3,104,3,2,1,1,9,10,12,18,12,19,22,30,34,27,52,89,193,425,1708,1065,3279,2616,6982,.,.
GBRTENW,2006,1,interm,3,0,5543,231,116,151,475,681,764,989,1288,1800,2765,4469,6898,11070,17918,29241,50378,86478,174338,141703,260297,240493,366169,.,.
GBRTENW,2006,1,interm,3,1,3,2,0,0,0,0,1,0,1,0,3,3,6,13,43,109,244,553,1655,1295,2603,2380,3797,.,.
GBRTENW,2006,1,interm,3,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,6,9,26,51,35,95,97,79,.,.
GBRTENW,2006,1,interm,3,3,3,1,0,0,0,1,2,2,2,5,8,8,7,9,18,34,53,91,107,113,94,111,0,.,.
GBRTENW,2006,1,interm,3,4,55,3,1,0,1,1,1,3,3,6,9,12,18,47,56,118,217,437,988,827,1412,1336,1819,.,.
GBRTENW,2006,1,interm,3,5,30,8,1,1,3,0,0,2,1,3,2,2,6,8,7,12,22,48,111,104,130,125,158,.,.
GBRTENW,2006,1,interm,3,6,3,0,0,1,1,1,5,10,12,13,14,8,9,6,5,6,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,7,0,1,0,0,1,0,1,1,5,4,10,18,14,9,7,11,12,8,6,4,12,14,0,.,.
GBRTENW,2006,1,interm,3,8,24,4,2,1,1,1,1,3,2,1,2,3,2,9,7,13,15,30,61,26,155,139,237,.,.
GBRTENW,2006,1,interm,3,9,6,2,0,1,1,0,0,2,3,2,5,4,8,14,7,22,16,28,35,26,59,56,79,.,.
GBRTENW,2006,1,interm,3,10,0,0,0,1,2,1,2,5,5,10,31,52,86,117,140,151,127,179,304,299,318,348,158,.,.
GBRTENW,2006,1,interm,3,11,0,0,0,0,0,1,1,2,9,19,57,128,236,328,511,684,967,1225,1394,1407,1360,1378,1266,.,.
GBRTENW,2006,1,interm,3,12,0,0,0,0,1,0,2,5,7,14,29,44,88,147,268,493,787,986,1334,1247,1563,1545,1661,.,.
GBRTENW,2006,1,interm,3,13,0,0,0,0,1,2,4,6,10,17,41,76,150,244,449,724,1145,1557,2374,2278,2628,2616,2690,.,.
GBRTENW,2006,1,interm,3,14,0,0,0,0,1,1,3,5,7,15,31,68,147,194,366,472,711,879,1211,1100,1504,1489,1582,.,.
GBRTENW,2006,1,interm,3,15,0,2,1,0,1,1,3,4,6,9,27,48,70,113,182,285,373,463,536,550,498,487,554,.,.
GBRTENW,2006,1,interm,3,16,0,0,0,0,1,0,1,3,6,12,40,91,170,271,399,536,712,897,1139,1122,1186,1127,1503,.,.
GBRTENW,2006,1,interm,3,17,0,0,0,0,0,1,1,1,3,7,18,24,59,105,167,217,342,513,829,689,1197,1155,1424,.,.
GBRTENW,2006,1,interm,3,18,0,0,0,0,0,0,0,0,1,3,8,18,35,49,54,68,112,141,228,169,383,292,870,.,.
GBRTENW,2006,1,interm,3,19,0,0,0,0,1,1,1,7,12,56,137,340,660,1316,2094,2915,4337,5285,5959,6171,5401,5538,4667,.,.
GBRTENW,2006,1,interm,3,20,0,0,0,0,0,3,8,12,18,23,28,40,55,90,120,165,205,296,460,372,689,640,949,.,.
GBRTENW,2006,1,interm,3,21,0,0,0,0,0,0,0,0,0,1,1,1,4,4,5,9,13,14,57,56,60,42,158,.,.
GBRTENW,2006,1,interm,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,25,0,0,0,0,1,0,1,0,0,2,7,31,111,253,637,1237,2371,4193,8346,6998,11894,11174,15742,.,.
GBRTENW,2006,1,interm,3,26,0,0,0,1,1,2,2,3,5,6,8,6,6,9,7,26,22,46,45,13,130,139,79,.,.
GBRTENW,2006,1,interm,3,27,0,0,0,1,0,0,0,2,3,4,8,28,59,130,227,411,712,1197,2184,1867,3021,2950,3401,.,.
GBRTENW,2006,1,interm,3,28,0,0,1,1,1,1,1,2,4,12,35,65,115,170,240,323,451,569,735,745,710,710,712,.,.
GBRTENW,2006,1,interm,3,29,9,11,9,12,10,9,11,27,34,42,52,90,133,164,217,237,244,258,174,182,153,167,79,.,.
GBRTENW,2006,1,interm,3,30,12,8,6,14,11,10,8,16,10,13,22,51,69,143,222,340,505,690,986,896,1222,1155,1582,.,.
GBRTENW,2006,1,interm,3,31,0,2,3,2,6,8,7,13,25,27,46,81,137,269,383,540,795,1121,1339,1304,1433,1405,1582,.,.
GBRTENW,2006,1,interm,3,32,0,0,0,0,1,0,1,1,1,1,3,6,17,25,36,78,107,221,377,372,388,431,158,.,.
GBRTENW,2006,1,interm,3,33,3,11,6,11,14,18,25,24,24,48,71,148,304,526,841,1191,1850,2525,3635,3231,4701,4648,4983,.,.
GBRTENW,2006,1,interm,3,34,15,4,4,1,3,3,2,5,4,8,16,21,34,64,113,178,349,654,1207,1035,1659,1614,1898,.,.
GBRTENW,2006,1,interm,3,35,0,0,0,0,2,5,5,7,16,20,28,41,52,93,191,364,585,958,2019,1680,2913,2644,4351,.,.
GBRTENW,2006,1,interm,3,36,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,4,5,4,35,30,47,56,0,.,.
GBRTENW,2006,1,interm,3,37,88,8,8,8,5,10,9,7,10,9,16,23,22,35,46,51,92,127,237,182,383,306,791,.,.
GBRTENW,2006,1,interm,3,38,30,5,1,1,2,3,2,5,4,6,8,11,24,19,25,42,66,145,305,199,583,529,870,.,.
GBRTENW,2006,1,interm,3,39,0,0,0,0,0,0,0,0,0,0,1,3,6,20,69,195,662,1992,6295,4551,10888,9713,17165,.,.
GBRTENW,2006,1,interm,3,40,0,0,0,0,1,1,4,3,13,15,20,23,32,23,24,18,13,12,9,13,0,0,0,.,.
GBRTENW,2006,1,interm,3,41,0,0,0,0,10,38,77,72,70,40,26,16,2,1,1,0,1,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,42,0,1,0,0,0,1,1,1,0,0,1,2,1,3,3,7,12,38,83,65,130,125,158,.,.
GBRTENW,2006,1,interm,3,43,55,2,2,0,3,1,4,4,10,21,38,61,77,122,148,250,255,280,256,273,212,223,158,.,.
GBRTENW,2006,1,interm,3,44,0,0,0,1,0,1,0,0,0,0,2,3,5,23,93,290,680,1445,2291,2131,2713,2894,1740,.,.
GBRTENW,2006,1,interm,3,45,18,8,1,1,0,0,0,0,1,0,1,6,14,34,74,155,337,891,1955,1641,2782,2755,2927,.,.
GBRTENW,2006,1,interm,3,46,9,2,4,5,10,13,15,20,27,35,30,31,22,29,25,27,33,58,117,108,141,153,79,.,.
GBRTENW,2006,1,interm,3,47,76,22,8,14,34,28,13,12,14,22,29,31,42,54,72,99,115,201,312,277,402,404,396,.,.
GBRTENW,2006,1,interm,3,48,0,0,0,0,0,0,1,3,1,2,1,4,6,15,29,46,79,133,188,169,237,237,237,.,.
GBRTENW,2006,1,interm,3,49,0,0,0,0,0,0,0,0,0,0,1,1,2,3,6,9,22,70,289,126,718,557,1582,.,.
GBRTENW,2006,1,interm,3,50,0,0,0,0,0,0,2,2,6,12,19,39,60,71,118,180,301,517,1098,966,1447,1378,1819,.,.
GBRTENW,2006,1,interm,3,51,0,0,0,0,1,3,5,20,45,117,233,383,648,992,1613,2555,4349,7102,11945,10766,15051,14848,16137,.,.
GBRTENW,2006,1,interm,3,52,0,0,0,0,0,0,4,16,37,95,194,377,537,828,1167,1782,2568,3674,5317,4855,6536,6457,6961,.,.
GBRTENW,2006,1,interm,3,53,3,0,0,0,0,0,0,6,14,41,84,176,303,569,1033,1871,3681,6595,14827,12134,21918,20261,30771,.,.
GBRTENW,2006,1,interm,3,54,9,2,0,1,1,1,2,7,5,8,21,28,37,73,104,176,316,527,919,741,1388,1322,1740,.,.
GBRTENW,2006,1,interm,3,55,0,0,0,0,1,0,1,6,7,5,9,22,41,55,91,198,351,736,1431,1221,1983,1851,2690,.,.
GBRTENW,2006,1,interm,3,56,0,0,0,0,1,0,1,3,1,2,2,1,1,1,0,0,0,4,29,17,59,56,79,.,.
GBRTENW,2006,1,interm,3,57,3,0,0,0,0,1,0,1,3,1,6,11,19,35,104,229,542,1408,4790,3248,8852,7682,15109,.,.
GBRTENW,2006,1,interm,3,58,39,7,2,8,15,15,23,27,43,51,65,88,105,142,210,309,524,956,2682,1776,5068,4300,9176,.,.
GBRTENW,2006,1,interm,3,59,9,0,1,0,6,5,6,21,24,46,80,115,121,187,250,372,620,972,1571,1438,1923,1809,2531,.,.
GBRTENW,2006,1,interm,3,60,0,0,1,0,0,1,4,3,2,7,13,28,32,66,126,216,468,893,1860,1589,2574,2449,3243,.,.
GBRTENW,2006,1,interm,3,61,18,2,1,0,1,1,0,2,3,10,19,43,89,222,500,1242,3010,6583,16360,12736,25904,23810,37099,.,.
GBRTENW,2006,1,interm,3,62,0,0,0,0,0,0,0,1,0,0,1,1,4,6,20,50,128,292,814,611,1350,1336,1424,.,.
GBRTENW,2006,1,interm,3,63,0,2,1,1,1,1,5,8,9,19,27,42,117,229,510,902,1686,2698,4731,4192,6152,6179,6012,.,.
GBRTENW,2006,1,interm,3,64,0,0,0,1,1,3,5,5,18,16,35,55,68,82,130,206,343,449,718,667,854,821,1028,.,.
GBRTENW,2006,1,interm,3,65,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,66,43,11,1,2,4,2,6,17,17,35,54,79,138,236,417,845,1895,4798,17326,10710,34752,29223,64311,.,.
GBRTENW,2006,1,interm,3,67,15,1,1,0,0,1,1,1,3,3,1,5,6,15,32,68,126,282,860,598,1550,1322,2769,.,.
GBRTENW,2006,1,interm,3,68,0,2,8,4,3,3,4,2,4,7,11,7,13,17,16,22,48,68,187,126,348,250,870,.,.
GBRTENW,2006,1,interm,3,69,0,2,1,1,0,1,0,2,5,10,27,96,227,499,962,1790,3375,5975,9468,8445,12163,11968,13210,.,.
GBRTENW,2006,1,interm,3,70,6,1,1,0,1,2,4,3,5,3,4,16,18,30,60,104,280,561,1818,1265,3277,2839,5616,.,.
GBRTENW,2006,1,interm,3,71,0,0,0,0,0,0,1,0,0,0,1,0,4,6,17,36,103,183,255,225,332,320,396,.,.
GBRTENW,2006,1,interm,3,72,3,0,1,1,0,0,1,2,2,5,6,17,35,87,179,331,493,793,1030,1022,1052,1072,949,.,.
GBRTENW,2006,1,interm,3,73,67,4,1,2,2,2,1,3,3,6,7,16,29,45,85,207,497,1237,3908,2512,7585,6429,13764,.,.
GBRTENW,2006,1,interm,3,74,0,0,0,1,1,0,1,2,7,11,18,26,58,80,131,205,326,577,1087,914,1545,1419,2215,.,.
GBRTENW,2006,1,interm,3,75,3,1,0,0,0,0,0,0,1,1,2,4,7,13,20,31,100,151,342,294,467,362,1028,.,.
GBRTENW,2006,1,interm,3,76,61,10,1,1,2,3,4,2,8,13,27,38,70,105,205,398,678,1346,2501,2144,3440,3270,4351,.,.
GBRTENW,2006,1,interm,3,77,0,0,0,0,0,2,15,37,91,151,242,306,290,277,233,169,112,78,41,48,23,28,0,.,.
GBRTENW,2006,1,interm,3,78,0,0,0,0,0,0,1,4,15,23,52,78,71,100,97,118,100,161,143,143,142,139,158,.,.
GBRTENW,2006,1,interm,3,79,9,1,1,1,1,1,2,6,13,10,35,45,51,42,58,66,67,99,83,65,131,111,237,.,.
GBRTENW,2006,1,interm,3,80,0,0,0,0,0,0,0,2,1,2,3,8,6,16,32,68,123,270,580,476,854,807,1107,.,.
GBRTENW,2006,1,interm,3,81,0,1,0,0,1,0,1,10,9,13,18,32,25,30,47,65,104,153,254,225,331,334,316,.,.
GBRTENW,2006,1,interm,3,82,9,1,1,1,1,2,1,2,8,11,20,21,40,49,70,148,254,616,1418,1048,2393,2101,3955,.,.
GBRTENW,2006,1,interm,3,83,0,0,0,0,0,1,1,2,2,4,4,9,9,16,35,55,131,243,617,489,953,835,1582,.,.
GBRTENW,2006,1,interm,3,84,6,1,1,0,2,1,1,3,4,6,8,16,26,51,79,155,283,483,1285,983,2081,1879,3164,.,.
GBRTENW,2006,1,interm,3,85,6,2,0,0,1,1,1,1,2,3,3,4,7,13,13,35,73,141,363,316,488,431,791,.,.
GBRTENW,2006,1,interm,3,86,6,1,1,0,0,1,2,1,4,5,10,11,13,33,54,126,280,579,1853,1282,3359,2936,5616,.,.
GBRTENW,2006,1,interm,3,87,0,0,1,0,0,0,2,1,2,4,4,9,20,35,71,200,474,1157,3420,2438,6007,5399,9255,.,.
GBRTENW,2006,1,interm,3,88,0,0,1,0,0,0,0,0,0,0,1,2,2,5,6,20,37,115,339,243,591,598,554,.,.
GBRTENW,2006,1,interm,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,90,3131,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,91,1263,25,9,8,10,13,12,13,14,12,15,27,35,40,31,30,36,40,58,48,84,70,158,.,.
GBRTENW,2006,1,interm,3,92,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,93,9,11,10,23,168,187,144,118,107,83,71,75,64,54,46,63,91,149,204,186,249,237,316,.,.
GBRTENW,2006,1,interm,3,94,3,2,1,4,6,14,11,10,15,25,30,49,53,64,85,140,243,553,1333,979,2266,2157,2848,.,.
GBRTENW,2006,1,interm,3,95,3,6,1,3,11,6,5,5,4,3,7,8,6,5,2,5,5,10,7,0,24,14,79,.,.
GBRTENW,2006,1,interm,3,96,0,8,2,1,0,4,3,5,6,6,9,5,6,12,14,12,15,32,61,48,97,56,316,.,.
GBRTENW,2006,1,interm,3,97,0,0,0,0,0,2,2,5,6,9,12,9,5,4,6,1,1,0,0,0,0,0,0,.,.
GBRTENW,2006,1,interm,3,98,0,1,1,0,14,36,53,56,60,45,31,22,14,6,5,11,5,10,16,13,23,28,0,.,.
GBRTENW,2006,1,interm,3,99,49,5,0,5,3,5,6,6,7,12,11,10,12,8,10,13,13,40,70,52,119,111,158,.,.
GBRTENW,2006,1,interm,3,100,0,0,0,1,33,92,107,139,169,165,148,152,135,95,95,85,96,103,181,165,225,223,237,.,.
GBRTENW,2006,1,interm,3,101,6,2,0,1,3,10,6,3,3,4,3,2,2,1,2,1,0,4,9,13,0,0,0,.,.
GBRTENW,2006,1,interm,3,102,21,10,5,7,44,87,71,76,79,78,61,58,48,46,36,34,42,46,48,39,70,83,0,.,.
GBRTENW,2006,1,interm,3,103,6,2,0,0,1,1,1,2,2,1,2,2,11,12,10,41,36,60,92,87,106,125,0,.,.
GBRTENW,2006,1,interm,3,104,0,2,2,2,11,11,15,24,20,29,32,26,32,42,45,83,160,477,1728,1130,3301,2853,5695,.,.
GBRTENW,2007,1,interm,3,0,5441,261,114,132,443,673,751,1004,1280,1783,2623,4266,6883,10614,17687,27911,48769,84180,171982,140143,261618,236552,386731,.,.
GBRTENW,2007,1,interm,3,1,3,0,0,0,0,0,0,1,1,1,2,4,9,25,45,119,284,734,1855,1364,3238,2849,5175,.,.
GBRTENW,2007,1,interm,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,10,16,48,44,59,42,148,.,.
GBRTENW,2007,1,interm,3,3,0,1,0,0,0,1,3,3,4,4,6,4,10,9,11,15,42,71,119,116,128,139,74,.,.
GBRTENW,2007,1,interm,3,4,60,3,3,2,2,2,2,1,3,5,8,11,18,31,44,111,221,395,921,692,1564,1404,2366,.,.
GBRTENW,2007,1,interm,3,5,60,14,1,0,3,1,1,1,0,1,3,3,4,7,12,14,33,47,129,124,141,125,222,.,.
GBRTENW,2007,1,interm,3,6,3,0,0,0,0,1,4,8,14,14,14,13,8,8,9,9,1,0,0,0,0,0,0,.,.
GBRTENW,2007,1,interm,3,7,0,0,0,1,0,1,1,1,4,6,13,20,10,10,9,9,16,6,6,4,12,0,74,.,.
GBRTENW,2007,1,interm,3,8,27,7,2,0,0,2,1,1,2,6,2,2,6,10,8,11,25,27,48,32,95,69,222,.,.
GBRTENW,2007,1,interm,3,9,0,2,1,0,1,0,1,1,2,1,0,2,6,13,11,5,22,29,21,12,47,42,74,.,.
GBRTENW,2007,1,interm,3,10,0,0,0,0,1,1,1,3,5,13,31,77,109,120,143,147,173,202,305,272,398,389,444,.,.
GBRTENW,2007,1,interm,3,11,0,0,0,0,0,0,2,1,9,27,53,125,216,365,521,635,937,1056,1382,1316,1566,1598,1405,.,.
GBRTENW,2007,1,interm,3,12,0,0,0,0,1,0,2,4,5,17,23,48,84,139,282,472,766,995,1408,1292,1734,1696,1922,.,.
GBRTENW,2007,1,interm,3,13,0,0,0,0,1,1,6,6,10,25,38,73,160,267,467,667,1045,1572,2059,1952,2360,2432,1996,.,.
GBRTENW,2007,1,interm,3,14,3,0,0,0,0,1,3,3,4,17,35,55,138,211,350,463,637,917,1254,1176,1474,1251,2588,.,.
GBRTENW,2007,1,interm,3,15,0,1,0,0,2,2,2,5,5,9,20,53,89,105,184,284,369,442,472,432,583,625,370,.,.
GBRTENW,2007,1,interm,3,16,0,0,1,0,1,0,1,3,5,21,35,93,156,259,410,569,710,913,1047,1028,1101,1084,1183,.,.
GBRTENW,2007,1,interm,3,17,0,0,0,0,1,0,2,2,7,6,20,26,47,97,162,253,322,575,865,808,1027,1070,813,.,.
GBRTENW,2007,1,interm,3,18,0,0,0,0,0,0,0,1,0,2,9,20,31,40,62,82,92,106,246,208,351,347,370,.,.
GBRTENW,2007,1,interm,3,19,0,0,0,0,0,1,2,3,14,43,118,308,677,1247,2118,2868,4246,5196,5805,5872,5615,5852,4436,.,.
GBRTENW,2007,1,interm,3,20,0,0,0,0,1,3,5,11,16,23,30,40,66,92,115,171,197,318,525,444,752,681,1109,.,.
GBRTENW,2007,1,interm,3,21,0,0,0,0,0,0,0,1,0,1,3,1,3,6,6,6,18,27,63,52,94,83,148,.,.
GBRTENW,2007,1,interm,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2007,1,interm,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
