country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
GBRTENW,2001,1,interm,3,0,252426,1808,318,185,281,882,1266,1470,2163,2672,3393,4977,8294,11452,16017,23300,34192,44987,42026,52743,33182,19561,15665,3896,.,.
GBRTENW,2001,1,interm,3,1,248.61,0,2.02,0,0,0,0,0,0,1,1,1,1,1,1.99,3,28.94,43.96,52.33,111.39,63.03,48.36,35.87,12.48,.,.
GBRTENW,2001,1,interm,3,2,16.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,3,6.04,4.22,2.03,2.19,1.06,1.13,.,.
GBRTENW,2001,1,interm,3,3,238.24,0,0,0,0,0,4.04,5.6,4.96,6.97,7.96,9.97,5.99,9.01,7.98,21.03,38.91,47.95,47.3,20.56,14.23,6.33,6.33,0,.,.
GBRTENW,2001,1,interm,3,4,819.84,25.52,9.09,4.89,2.66,3.84,1.01,2.8,11.91,9.96,7.96,9.97,20.96,30.03,39.89,60.08,92.8,152.85,141.89,191.73,118.95,72.78,58.03,14.75,.,.
GBRTENW,2001,1,interm,3,5,184.7,25.52,20.19,3.92,3.55,4.8,11.12,2.8,2.98,10.95,4.98,4.99,3.99,5,9.97,14.02,8.98,13.99,12.08,20.88,12.2,8.68,5.28,3.4,.,.
GBRTENW,2001,1,interm,3,6,119.01,2.04,0,0,0,0,1.01,8.4,23.82,19.91,27.87,13.96,5.99,8.01,1,4.01,2,1,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,7,133.69,0,0,0,0,0,2.02,0.93,0.99,11.95,16.92,29.92,20.96,10.01,13.96,9.01,5.99,6.99,3.02,1.02,1.02,0,0,0,.,.
GBRTENW,2001,1,interm,3,8,117.85,6.13,3.03,0.98,1.77,0,1.01,5.6,5.96,7.96,6.97,4.99,5.99,7.01,5.98,13.02,5.99,11.99,12.08,11.41,5.08,6.33,6.33,0,.,.
GBRTENW,2001,1,interm,3,9,143.67,3.06,0,0.98,0,0,4.04,0.93,2.98,3.98,3.98,7.98,7.98,12.01,9.97,14.02,18.96,17.98,15.09,19.71,13.22,6.49,4.22,2.27,.,.
GBRTENW,2001,1,interm,3,10,1097.89,0,0,0,0.89,0,2.02,2.8,6.95,2.99,18.91,74.8,111.77,157.14,132.64,146.2,135.7,139.86,77.48,87.74,62.02,25.72,20.05,5.67,.,.
GBRTENW,2001,1,interm,3,11,3924.99,0,0,0,0,0,2.02,0.93,9.93,12.94,37.82,101.73,234.52,330.29,421.84,514.71,657.56,685.31,538.37,377.01,265.35,111.66,99.18,12.48,.,.
GBRTENW,2001,1,interm,3,12,3495.41,0,0,0,0.89,0,0,3.73,8.93,18.92,27.87,51.86,100.79,169.15,290.2,442.61,631.61,694.31,550.44,504.09,371.08,133,117.12,15.89,.,.
GBRTENW,2001,1,interm,3,13,4813.16,0,0,0,0,1.92,1.01,1.87,7.94,16.92,32.85,83.78,197.59,265.23,425.83,609.84,857.12,914.09,695.35,701.81,505.28,196.53,162.48,34.05,.,.
GBRTENW,2001,1,interm,3,14,2692.45,0,0,0,0,0,0,0,4.96,13.94,33.84,47.87,135.72,196.17,282.22,363.5,435.05,502.5,356.23,320.45,215.53,104.92,83.35,21.56,.,.
GBRTENW,2001,1,interm,3,15,1174.97,0,1.01,0,0,1.92,4.04,7.47,6.95,6.97,17.92,32.91,56.88,104.09,118.67,166.23,178.61,232.77,112.71,125.82,89.47,36.35,29.54,6.81,.,.
GBRTENW,2001,1,interm,3,16,2863.56,0,0,0,0,0,0,0,6.95,16.92,38.82,78.79,133.73,234.2,318.13,384.53,475.96,500.5,359.25,315.79,212.48,103.3,89.68,13.62,.,.
GBRTENW,2001,1,interm,3,17,1322.38,0,0,0,0,0.96,0,0.93,5.96,10.95,16.92,27.93,46.9,82.07,109.7,176.24,219.52,251.75,196.23,176.32,99.63,76.68,66.47,10.21,.,.
GBRTENW,2001,1,interm,3,18,612.75,0,0,0,0,0,0,0,0.99,1.99,4.98,11.97,41.91,64.06,80.78,82.11,84.81,98.9,79.5,60.75,39.65,21.1,21.1,0,.,.
GBRTENW,2001,1,interm,3,19,17704.7,0,0,0,0,0,0,2.8,11.91,29.87,82.61,272.29,664.64,1167.02,1792.08,2564.52,3343.67,3665.33,2450.33,1657.63,1217.97,439.66,384.05,55.61,.,.
GBRTENW,2001,1,interm,3,20,976.35,0,0,0,0,0,5.06,8.4,17.87,29.87,23.89,41.89,78.84,76.07,89.75,106.15,115.75,137.86,109.69,135.28,96.58,38.7,28.49,10.21,.,.
GBRTENW,2001,1,interm,3,21,80.25,0,0,0,0,0,0,0,0,0,0,1.99,2.99,2,10.97,7.01,11.97,19.98,13.08,10.24,8.13,2.11,2.11,0,.,.
GBRTENW,2001,1,interm,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,25,9019.05,0,0,0,0,0,0,0,0,1,2.99,17.95,64.87,159.14,397.91,759.04,1289.17,1956.04,1953.22,2417.72,1577.87,839.85,704.8,135.05,.,.
GBRTENW,2001,1,interm,3,26,160.43,0,0,0,0,1.92,2.02,1.87,9.93,11.95,8.96,7.98,4.99,15.01,13.96,18.02,13.97,15.98,14.09,19.78,9.15,10.63,9.5,1.13,.,.
GBRTENW,2001,1,interm,3,27,2980.24,0,0,0.98,0,0,0,0,1.99,4.98,8.96,19.95,47.9,115.1,183.5,284.39,475.96,611.39,550.44,674.71,438.18,236.53,188.86,47.66,.,.
GBRTENW,2001,1,interm,3,28,1759.91,0,1.01,2.94,0,0,0,5.6,7.94,12.94,17.92,47.87,123.75,145.13,200.45,230.32,293.36,277.72,230.44,162.53,120.98,41.55,35.87,5.67,.,.
GBRTENW,2001,1,interm,3,29,1745.4,1.02,15.14,10.77,4.43,12.49,10.11,27.07,39.71,60.73,81.62,111.71,180.63,218.19,223.39,240.33,199.56,178.82,87.55,42.15,31.52,10.63,9.5,1.13,.,.
GBRTENW,2001,1,interm,3,30,2118.34,2.04,8.08,16.64,20.39,20.18,24.27,18.67,31.77,39.82,39.81,54.86,83.83,105.09,158.56,236.32,275.4,364.64,294.85,323.14,217.57,105.57,89.68,15.89,.,.
GBRTENW,2001,1,interm,3,31,3487.52,0,4.04,5.87,4.43,15.37,17.19,12.13,30.77,51.77,64.69,74.8,188.61,269.24,338.07,432.59,529.84,581.42,482.02,384.65,290.77,93.89,79.13,14.75,.,.
GBRTENW,2001,1,interm,3,32,535.76,0,1.01,0,0.89,0.96,1.01,0,0,1,1.99,4.99,15.97,23.02,36.9,49.07,88.81,112.89,93.59,103.69,63.03,40.65,32.71,7.94,.,.
GBRTENW,2001,1,interm,3,33,8352.24,2.04,10.1,4.89,12.41,18.25,31.35,23.33,41.69,62.72,97.54,150.61,362.26,526.46,765.9,1027.41,1426.87,1527.47,1239.76,1021.18,719.8,301.38,261.66,39.72,.,.
GBRTENW,2001,1,interm,3,34,1620.14,4.08,5.05,2.94,4.43,1.92,2.02,3.73,13.9,13.94,24.88,17.95,38.92,56.05,84.77,136.19,231.49,306.69,302.9,368.29,231.8,136.49,116.06,20.43,.,.
GBRTENW,2001,1,interm,3,35,2975.98,0,0,0,0,0,4.04,12.13,17.87,31.86,39.81,56.85,94.81,116.1,201.45,297.41,471.96,532.47,511.2,588.02,389.38,198.64,164.59,34.05,.,.
GBRTENW,2001,1,interm,3,36,22.14,1.02,0,0,0,0,0,0,0,1,0,0,1,0,1,2,2,5.99,3.02,5.12,4.07,1.06,1.06,0,.,.
GBRTENW,2001,1,interm,3,37,578.41,22.46,13.12,10.77,13.3,15.37,24.27,12.13,16.88,24.89,21.9,15.96,36.92,30.03,46.87,52.07,55.88,58.94,46.29,60.36,32.53,27.83,22.16,5.67,.,.
GBRTENW,2001,1,interm,3,38,421.7,7.15,5.05,2.94,7.09,3.84,9.1,7.47,8.93,15.93,11.94,13.96,13.97,23.02,16.95,27.04,28.94,51.95,61.38,105.05,54.9,50.15,42.2,7.94,.,.
GBRTENW,2001,1,interm,3,39,3709.79,0,0,0,0,0,0,0,0,0,1,1.99,7.98,14.01,24.93,101.14,223.51,607.39,872.46,1855.37,1074.62,780.75,630.95,149.8,.,.
GBRTENW,2001,1,interm,3,40,352.21,0,0,0,0,4.8,7.08,14,14.89,30.86,41.8,49.87,53.89,47.04,34.9,22.03,13.97,8.99,5.03,3.05,3.05,0,0,0,.,.
GBRTENW,2001,1,interm,3,41,748.81,0,0,0,3.55,32.67,114.26,158.67,183.64,111.5,73.65,43.89,14.97,6.01,1.99,3,0,0,0,1.02,1.02,0,0,0,.,.
GBRTENW,2001,1,interm,3,42,86.81,0,0,0,0,0,0,0,0.99,2.99,2.99,2.99,1,0,4.99,6.01,10.98,11.99,20.13,21.77,10.17,11.61,11.61,0,.,.
GBRTENW,2001,1,interm,3,43,1213.54,16.33,6.06,0.98,0,1.92,2.02,6.53,15.88,22.9,44.79,57.85,95.8,113.1,143.61,179.25,169.63,165.83,114.72,56.34,46.77,9.58,8.44,1.13,.,.
GBRTENW,2001,1,interm,3,44,2204.49,0,0,0,0,1.92,0,0,0,0,0,1,3.99,9.01,30.92,95.13,243.47,555.44,572.58,691.04,455.47,235.57,201.52,34.05,.,.
GBRTENW,2001,1,interm,3,45,1623.21,4.08,1.01,1.96,2.66,0,0,0.93,4.96,1,1,5.98,8.98,19.02,40.89,73.1,160.65,303.7,396.48,596.81,382.27,214.55,179.37,35.18,.,.
GBRTENW,2001,1,interm,3,46,559.96,4.08,10.1,4.89,6.21,23.06,25.28,30.8,46.65,59.73,58.72,47.87,47.9,39.03,24.93,35.05,20.95,27.97,23.14,23.58,18.3,5.28,5.28,0,.,.
GBRTENW,2001,1,interm,3,47,968.3,33.69,39.37,12.72,35.46,51.88,24.27,23.33,29.78,35.84,28.86,34.91,52.89,56.05,48.87,72.1,77.83,108.89,106.67,94.89,64.05,30.84,27.43,3.4,.,.
GBRTENW,2001,1,interm,3,48,353.09,0,0,0,0,0.96,2.02,0.93,2.98,2.99,2.99,5.98,10.98,21.02,15.96,38.05,57.87,65.93,63.4,61.03,36.6,24.43,22.16,2.27,.,.
GBRTENW,2001,1,interm,3,49,116.36,0,0,0,0,0,0,0,0,0,0,1,1,0,1,10.01,9.98,29.97,27.17,36.24,20.33,15.91,14.77,1.13,.,.
GBRTENW,2001,1,interm,3,50,1278.37,0,0,0,0,0,1.01,0,6.95,2.99,14.93,33.91,65.86,70.06,107.7,138.19,155.66,248.75,217.36,215,141.32,73.68,61.2,12.48,.,.
GBRTENW,2001,1,interm,3,51,26234.76,2.04,1.01,0,0,0.96,3.03,14,40.7,101.54,273.71,505.68,931.09,1347.18,1985.55,2903.99,4212.76,5180.82,4532.36,4198.35,2914.79,1283.56,1080.42,203.14,.,.
GBRTENW,2001,1,interm,3,52,13374.47,0,0,0,0,0,1.01,2.8,30.77,100.55,193.09,410.93,707.55,937.82,1286.47,1723.37,2155.27,2432.57,1830.46,1561.82,1132.57,429.25,356.62,72.63,.,.
GBRTENW,2001,1,interm,3,53,19406.49,0,1.01,0,0.89,0,1.01,0.93,11.91,24.89,71.66,177.54,362.26,627.55,1089.01,1652.27,2725.02,3762.24,3817.89,5080.42,3216.74,1863.68,1513.01,350.67,.,.
GBRTENW,2001,1,interm,3,54,1377.78,3.06,1.01,0,2.66,2.88,2.02,3.73,12.9,15.93,15.92,30.92,35.93,65.06,76.79,132.18,205.55,260.74,234.47,276.02,177.92,98.11,83.35,14.75,.,.
GBRTENW,2001,1,interm,3,55,1598.78,0,0,0,1.77,0,3.03,1.87,9.93,4.98,13.93,17.95,42.91,55.05,80.78,142.2,213.53,302.7,313.96,394.19,291.78,102.41,86.52,15.89,.,.
GBRTENW,2001,1,interm,3,56,33.61,0,0,0,0,0,1.01,0.93,2.98,1,2.99,0,0,1,1,2,2.99,0,4.03,13.68,5.08,8.6,6.33,2.27,.,.
GBRTENW,2001,1,interm,3,57,3904.45,0,0,0,0.89,1.92,0,0.93,2.98,4.98,4.98,10.97,12.97,30.03,74.79,153.21,311.32,664.34,837.24,1792.91,934.32,858.59,652.05,206.55,.,.
GBRTENW,2001,1,interm,3,58,3074.35,20.42,5.05,1.96,8.86,22.1,26.29,28,52.61,76.66,87.59,107.72,141.71,166.15,164.55,245.34,283.38,433.57,464.91,737.51,401.58,335.93,270.1,65.82,.,.
GBRTENW,2001,1,interm,3,59,3336.56,0,0,3.92,2.66,5.76,14.16,26.13,28.79,60.73,104.51,156.59,243.5,298.26,300.18,363.5,437.04,501.5,412.58,376.76,267.38,109.37,84.41,24.97,.,.
GBRTENW,2001,1,interm,3,60,2781.18,0,1.01,0.98,0,0.96,1.01,1.87,3.97,3.98,13.93,13.96,43.91,73.06,114.68,197.27,351.23,530.47,600.76,828.11,534.77,293.34,247.95,45.39,.,.
GBRTENW,2001,1,interm,3,61,15624.3,3.06,0,0.98,0,0,1.01,1.87,1.99,5.97,20.9,36.9,95.8,193.17,373.97,894.23,1787.08,3095.9,3656.88,5454.58,3355,2099.58,1650.17,449.41,.,.
GBRTENW,2001,1,interm,3,62,806.51,0,0,0,0,0,0,0,0,0,1,1,2,8.01,16.95,29.04,89.8,163.84,205.28,289.6,190.12,99.48,80.19,19.29,.,.
GBRTENW,2001,1,interm,3,63,7348.27,0,1.01,0,0,3.84,1.01,6.53,6.95,12.94,20.9,35.91,78.84,173.15,365.99,725,1247.26,1619.38,1472.21,1577.34,1052.25,525.09,439.97,85.12,.,.
GBRTENW,2001,1,interm,3,64,1679.85,3.06,0,0,0.89,0.96,0,6.53,13.9,20.91,28.86,47.87,75.84,90.08,127.65,184.25,247.46,300.7,270.69,260.19,173.85,86.34,73.86,12.48,.,.
GBRTENW,2001,1,interm,3,65,18.25,2.04,2.02,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,3.02,6.18,4.07,2.11,2.11,0,.,.
GBRTENW,2001,1,interm,3,66,12553.76,17.36,8.08,1.96,0.89,5.76,9.1,14,24.82,49.78,60.71,110.71,142.71,212.19,294.19,495.68,920.98,1842.16,2431.21,5911.49,2963.59,2947.9,2122.85,825.05,.,.
GBRTENW,2001,1,interm,3,67,305.8,13.27,5.05,0,0,0.96,1.01,0.93,2.98,2.99,2.99,1.99,11.98,9.01,14.96,14.02,30.93,43.96,56.35,92.43,55.92,36.51,27.43,9.08,.,.
GBRTENW,2001,1,interm,3,68,458.54,0,4.04,0.98,3.55,4.8,4.04,7.47,9.93,13.94,20.9,25.93,23.95,34.03,38.89,43.06,52.88,47.95,44.28,77.92,46.77,31.16,23.21,7.94,.,.
GBRTENW,2001,1,interm,3,69,13515.98,0,0,0,0,0.96,1.01,1.87,2.98,18.92,19.91,52.86,152.69,354.31,634.26,1154.59,2231.11,3048.95,2785.43,3056.15,2146.19,909.97,768.11,141.86,.,.
GBRTENW,2001,1,interm,3,70,727.85,2.04,3.03,1.96,1.77,0.96,3.03,3.73,2.98,8.96,6.97,7.98,16.97,22.02,28.92,37.05,87.81,129.87,124.78,237.02,129.12,107.9,73.86,34.05,.,.
GBRTENW,2001,1,interm,3,71,331.2,0,0,0,0,0,0,0,0,0,0,0,2.99,4,18.95,22.03,43.9,78.92,82.52,77.88,61,16.88,16.88,0,.,.
GBRTENW,2001,1,interm,3,72,1563.5,1.02,3.03,1.96,0,0,3.03,0.93,8.93,10.95,12.94,9.97,29.94,63.06,100.72,192.26,266.42,354.65,261.64,242.05,170.8,71.25,63.31,7.94,.,.
GBRTENW,2001,1,interm,3,73,2088.48,15.31,2.02,1.96,1.77,0.96,3.03,3.73,5.96,12.94,6.97,12.97,24.95,43.04,53.85,100.14,188.59,308.69,463.9,837.7,440.22,397.48,296.48,101,.,.
GBRTENW,2001,1,interm,3,74,1768.72,0,0,0,0.89,0.96,1.01,1.87,3.97,9.96,21.9,22.94,63.87,85.07,93.74,156.21,244.46,342.66,305.91,413.3,258.23,155.06,125.56,29.51,.,.
GBRTENW,2001,1,interm,3,75,299.74,1.02,0,0,0,0,0,0,1.99,0,4.98,1.99,2,7.01,6.98,16.02,26.94,60.94,61.38,108.49,55.92,52.58,40.09,12.48,.,.
GBRTENW,2001,1,interm,3,76,2512.64,11.23,9.09,0.98,0.89,1.92,9.1,3.73,16.88,15.93,15.92,20.95,58.88,78.07,150.59,201.28,354.22,493.51,490.07,579.42,372.1,207.32,169.87,37.45,.,.
GBRTENW,2001,1,interm,3,77,2291.86,0,0,0,0,0,4.04,14,69.49,138.38,266.74,332.13,418.14,357.31,261.28,179.25,124.73,85.91,28.18,12.28,10.17,2.11,2.11,0,.,.
GBRTENW,2001,1,interm,3,78,950.03,0,0,0,0,0,3.03,1.87,12.9,25.88,61.71,86.77,131.73,106.09,92.75,119.16,101.78,95.9,69.43,41.01,31.52,9.5,9.5,0,.,.
GBRTENW,2001,1,interm,3,79,499.75,2.04,2.02,0.98,0,1.92,2.02,4.67,6.95,21.9,29.86,48.87,50.9,62.05,47.87,40.06,54.88,43.96,39.25,39.56,20.33,19.23,15.83,3.4,.,.
GBRTENW,2001,1,interm,3,80,455.85,0,1.01,0,0,0,0,0.93,2.98,0,2.99,3.99,11.98,12.01,22.94,35.05,66.85,88.91,97.61,108.61,66.08,42.52,37.98,4.54,.,.
GBRTENW,2001,1,interm,3,81,549.88,0,0,0.98,0.89,0,1.01,2.8,11.91,20.91,18.91,40.89,49.9,45.04,41.88,45.06,80.82,73.93,69.43,45.51,32.53,12.98,8.44,4.54,.,.
GBRTENW,2001,1,interm,3,82,1390.47,2.04,1.01,0.98,0,0.96,2.02,0.93,7.94,10.95,13.93,29.92,24.95,43.04,62.83,86.12,151.67,247.75,278.74,424.68,237.9,186.78,141.38,45.39,.,.
GBRTENW,2001,1,interm,3,83,364.8,0,0,0,0,0,0,0,0,1,1.99,6.98,7.98,9.01,15.96,20.03,46.9,59.94,64.4,130.62,76.25,54.37,46.42,7.94,.,.
GBRTENW,2001,1,interm,3,84,1307.74,0,1.01,0.98,3.55,5.76,1.01,2.8,9.93,6.97,7.96,11.97,43.91,27.02,73.8,116.16,140.69,224.78,201.26,428.19,230.78,197.41,150.88,46.53,.,.
GBRTENW,2001,1,interm,3,85,375.7,1.02,0,0,0,1.92,2.02,0.93,1.99,1.99,1,8.98,7.98,7.01,13.96,41.06,49.89,69.93,75.47,90.56,71.17,19.39,13.72,5.67,.,.
GBRTENW,2001,1,interm,3,86,1394.62,0,1.01,0.98,0.89,2.88,0,4.67,2.98,7.96,2.99,19.95,20.96,31.03,49.86,75.1,130.71,252.75,275.73,514.18,278.57,235.61,170.93,64.69,.,.
GBRTENW,2001,1,interm,3,87,1346.56,1.02,0,0,0,0.96,1.01,0,0.99,6.97,1.99,7.98,5.99,18.02,32.91,53.07,110.76,228.77,275.73,600.4,338.55,261.85,214.18,47.66,.,.
GBRTENW,2001,1,interm,3,88,208.96,0,0,0,0,0,0,0,0.99,0,0,0,2.99,3,5.98,15.02,15.96,41.96,46.29,76.75,49.82,26.94,18.99,7.94,.,.
GBRTENW,2001,1,interm,3,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,90,984.99,976.99,6.06,0.98,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,91,908.54,381.81,45.43,13.7,19.5,36.51,22.25,20.53,27.79,35.84,31.85,20.95,31.93,49.04,52.85,25.03,32.93,26.97,21.13,12.47,7.12,5.36,4.22,1.13,.,.
GBRTENW,2001,1,interm,3,92,140.87,139.86,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,93,2243.47,3.06,13.12,25.45,59.39,261.33,263.92,224,235.26,207.07,151.29,117.69,106.78,104.09,78.78,80.11,81.82,94.91,61.38,74.01,53.88,20.13,18.99,1.13,.,.
GBRTENW,2001,1,interm,3,94,1334.93,0,1.01,0.98,3.55,15.37,13.15,24.27,23.82,45.79,54.74,73.81,73.85,78.07,75.79,89.12,121.73,164.84,206.29,268.75,157.58,111.17,90.74,20.43,.,.
GBRTENW,2001,1,interm,3,95,155.19,1.02,5.05,4.89,1.77,12.49,14.16,14,11.91,9.96,14.93,15.96,8.98,8.01,8.98,6.01,2.99,4,7.04,3.05,3.05,0,0,0,.,.
GBRTENW,2001,1,interm,3,96,184.86,2.04,7.07,4.89,1.77,6.73,6.07,13.07,12.9,8.96,16.92,11.97,10.98,8.01,7.98,11.02,12.97,13.99,14.09,13.45,9.15,4.3,3.17,1.13,.,.
GBRTENW,2001,1,interm,3,97,109.4,0,0,0,0,3.84,4.04,1.87,14.89,19.91,18.91,17.95,9.98,10.01,4.99,3,0,0,0,0,0,0,0,0,.,.
GBRTENW,2001,1,interm,3,98,684.47,0,1.01,0,0.89,24.02,85.95,123.2,113.16,111.5,67.68,45.88,34.93,17.01,12.96,7.01,10.98,9.99,8.05,10.24,8.13,2.11,2.11,0,.,.
GBRTENW,2001,1,interm,3,99,280.27,17.36,7.07,0.98,10.64,11.53,15.17,17.73,19.85,26.88,13.93,18.95,12.97,14.01,12.96,9.01,13.97,17.98,13.08,26.19,9.15,17.04,14.77,2.27,.,.
GBRTENW,2001,1,interm,3,100,2615.17,0,0,0,2.66,86.47,172.91,232.4,346.44,299.65,272.71,264.31,243.5,180.16,123.66,90.12,87.81,93.91,54.34,64.12,42.7,21.42,16.88,4.54,.,.
GBRTENW,2001,1,interm,3,101,73.06,2.04,5.05,4.89,1.77,2.88,13.15,9.33,4.96,6.97,9.95,1.99,1,4,1.99,0,0,1,0,2.07,1.02,1.06,1.06,0,.,.
GBRTENW,2001,1,interm,3,102,1685.38,21.44,14.13,8.81,13.3,113.37,186.06,188.53,212.43,191.14,148.3,140.63,114.76,100.09,50.86,57.08,50.89,33.97,21.13,18.46,16.27,2.19,1.06,1.13,.,.
GBRTENW,2001,1,interm,3,103,180.69,0,1.01,1.96,0.89,2.88,0,0,0,2.99,2.99,3.99,7.98,10.01,7.98,9.01,28.94,32.97,37.23,29.87,21.35,8.52,7.39,1.13,.,.
GBRTENW,2001,1,interm,3,104,1209.72,1.02,4.04,4.89,6.21,11.53,24.27,17.73,37.72,41.81,42.8,28.92,50.9,46.04,45.87,41.06,71.84,114.89,178.11,440.07,208.42,231.65,178.31,53.34,.,.
GBRTENW,2002,1,interm,3,0,253144,1813,315,197,280,833,1243,1442,2028,2649,3549,5066,7849,11921,15800,22884,33374,43961,44343,53597,32790,20807,16461,4346,.,.
GBRTENW,2002,1,interm,3,1,280.02,0,0,0,0,0,0,0,0,0,0,1,1,1,3.99,11.94,25.92,54.99,61.29,118.87,76.02,42.85,29.39,13.45,.,.
GBRTENW,2002,1,interm,3,2,22.16,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0.99,1,3,11.05,3.11,1.01,2.1,2.1,0,.,.
GBRTENW,2002,1,interm,3,3,266.96,0,0,0,0,0,2.9,3.83,2.92,4.95,4.1,16.06,17.03,20.1,11.98,19.9,31.9,49.99,49.24,32.07,21.29,10.78,6.3,4.48,.,.
GBRTENW,2002,1,interm,3,4,870.45,13.2,11,4,0,1.86,0.97,1.92,2.92,7.92,8.2,14.05,22.03,32.16,36.93,62.68,94.71,155.98,176.85,223.09,134.81,88.27,70.34,17.94,.,.
GBRTENW,2002,1,interm,3,5,148.69,16.25,20,1,3.94,4.64,5.8,3.83,6.82,2.97,6.15,0,2,7.03,6.99,7.96,11.96,17,10.05,14.3,11.15,3.15,3.15,0,.,.
GBRTENW,2002,1,interm,3,6,149.87,2.03,0,0,0.99,0,1.93,2.87,16.55,33.64,31.76,26.1,10.02,6.03,9.98,4.97,1.99,1,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,7,114.13,0,0,0,0,0,0,2.87,2.92,7.92,9.22,16.06,23.04,12.06,11.98,7.96,5.98,5,4.02,5.1,4.05,1.05,1.05,0,.,.
GBRTENW,2002,1,interm,3,8,129.88,3.05,3,1,0,5.57,1.93,6.71,4.87,5.94,5.12,4.02,7.01,11.05,6.99,18.9,10.97,10,7.03,16.72,8.11,8.61,5.25,3.36,.,.
GBRTENW,2002,1,interm,3,9,92.38,0,2,1,0.99,0,0,0.96,4.87,2.97,9.22,4.02,6.01,7.03,3.99,9.95,10.97,8,9.04,11.37,7.1,4.27,3.15,1.12,.,.
GBRTENW,2002,1,interm,3,10,1103.31,0,0,0,0,0,1.93,2.87,5.84,11.87,22.54,58.22,110.17,160.78,153.7,131.32,138.58,128.98,92.44,84.05,62.85,21.21,17.85,3.36,.,.
GBRTENW,2002,1,interm,3,11,4019.49,0,0,0,0,0,1.93,1.92,7.79,16.82,55.33,115.43,205.31,375.83,432.15,525.29,665.98,695.89,538.59,381.22,278.75,102.47,92.38,10.09,.,.
GBRTENW,2002,1,interm,3,12,3495.2,0,0,0,0,0.93,0.97,1.92,3.89,11.87,31.76,47.18,101.15,171.84,294.42,423.81,630.09,710.89,586.82,477.65,322.34,155.32,139.62,15.69,.,.
GBRTENW,2002,1,interm,3,13,4760.7,0,0,0,0,0,2.9,1.92,8.76,25.73,38.93,73.27,147.23,298.45,430.16,600.9,782.63,903.86,766.68,679.28,489.58,189.69,161.67,28.02,.,.
GBRTENW,2002,1,interm,3,14,2813.15,0,0,0,0,0,0,1.92,6.82,11.87,23.56,65.24,116.18,237.15,274.46,399.94,407.77,491.92,403.94,372.38,250.37,122.01,101.83,20.18,.,.
GBRTENW,2002,1,interm,3,15,1244.46,0,2,0,0.99,0,1.93,1.92,12.66,8.91,17.42,43.16,64.1,101.49,105.79,159.18,227.31,225.96,157.76,113.88,84.13,29.75,24.15,5.6,.,.
GBRTENW,2002,1,interm,3,16,2974.9,0,0,0,0,0,0,0,2.92,11.87,37.91,76.29,139.21,220.07,323.37,411.88,508.46,516.92,416,310.01,225.03,84.98,69.29,15.69,.,.
GBRTENW,2002,1,interm,3,17,1328.52,0,0,0,0,0.93,0,2.87,0,4.95,17.42,21.08,43.07,81.4,109.78,161.17,212.36,240.96,237.14,195.4,129.74,65.66,56.69,8.97,.,.
GBRTENW,2002,1,interm,3,18,593.48,0,0,0,0,0,0,0,0.97,1.98,3.07,15.06,39.06,69.34,73.86,92.52,82.75,84.99,78.38,51.51,31.42,20.09,17.85,2.24,.,.
GBRTENW,2002,1,interm,3,19,17509.79,0,0,0,0,0,0,0,6.82,28.7,105.53,260.98,633.97,1252.09,1853.36,2554.83,3262.13,3497.44,2446.75,1607.19,1211.29,395.9,344.34,51.56,.,.
GBRTENW,2002,1,interm,3,20,1047.29,0,1,0,0.99,1.86,9.67,6.71,20.45,30.68,34.83,47.18,73.11,84.41,85.83,112.42,116.65,153.98,119.57,147.97,90.21,57.76,40.94,16.81,.,.
GBRTENW,2002,1,interm,3,21,82.47,0,0,0,0,0,0,0,0,0,0,1,2,7.03,7.98,7.96,14.95,13,12.06,16.47,11.15,5.32,4.2,1.12,.,.
GBRTENW,2002,1,interm,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
GBRTENW,2002,1,interm,3,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.
