country,year,sex,list,cause,cdr
GBRTENW,2006,1,interm,12,108
GBRTENW,2006,1,interm,13,171
GBRTENW,2006,1,interm,14,114
GBRTENW,2006,1,interm,15,62
GBRTENW,2006,1,interm,16,124
GBRTENW,2006,1,interm,17,58
GBRTENW,2006,1,interm,18,20
GBRTENW,2006,1,interm,19,646
GBRTENW,2006,1,interm,20,46
GBRTENW,2006,1,interm,21,3
GBRTENW,2006,1,interm,22,0
GBRTENW,2006,1,interm,23,0
GBRTENW,2006,1,interm,24,0
GBRTENW,2006,1,interm,25,346
GBRTENW,2006,1,interm,26,7
GBRTENW,2006,1,interm,27,109
GBRTENW,2006,1,interm,28,80
GBRTENW,2006,1,interm,29,70
GBRTENW,2006,1,interm,30,85
GBRTENW,2006,1,interm,31,135
GBRTENW,2006,1,interm,32,20
GBRTENW,2006,1,interm,33,300
GBRTENW,2006,1,interm,34,59
GBRTENW,2006,1,interm,35,98
GBRTENW,2006,1,interm,36,1
GBRTENW,2006,1,interm,37,24
GBRTENW,2006,1,interm,38,17
GBRTENW,2006,1,interm,39,146
GBRTENW,2006,1,interm,40,11
GBRTENW,2006,1,interm,41,25
GBRTENW,2006,1,interm,42,3
GBRTENW,2006,1,interm,43,53
GBRTENW,2006,1,interm,44,92
GBRTENW,2006,1,interm,45,63
GBRTENW,2006,1,interm,46,22
GBRTENW,2006,1,interm,47,39
GBRTENW,2006,1,interm,48,12
GBRTENW,2006,1,interm,49,7
GBRTENW,2006,1,interm,50,57
GBRTENW,2006,1,interm,51,719
GBRTENW,2006,1,interm,52,452
GBRTENW,2006,1,interm,53,597
GBRTENW,2006,1,interm,54,53
GBRTENW,2006,1,interm,55,62
GBRTENW,2006,1,interm,56,1
GBRTENW,2006,1,interm,57,118
GBRTENW,2006,1,interm,58,125
GBRTENW,2006,1,interm,59,119
GBRTENW,2006,1,interm,60,76
GBRTENW,2006,1,interm,61,502
GBRTENW,2006,1,interm,62,23
GBRTENW,2006,1,interm,63,241
GBRTENW,2006,1,interm,64,59
GBRTENW,2006,1,interm,65,0
GBRTENW,2006,1,interm,66,444
GBRTENW,2006,1,interm,67,26
GBRTENW,2006,1,interm,68,12
GBRTENW,2006,1,interm,69,485
GBRTENW,2006,1,interm,70,53
GBRTENW,2006,1,interm,71,12
GBRTENW,2006,1,interm,72,71
GBRTENW,2006,1,interm,73,105
GBRTENW,2006,1,interm,74,59
GBRTENW,2006,1,interm,75,14
GBRTENW,2006,1,interm,76,117
GBRTENW,2006,1,interm,77,113
GBRTENW,2006,1,interm,78,38
GBRTENW,2006,1,interm,79,23
GBRTENW,2006,1,interm,80,22
GBRTENW,2006,1,interm,81,22
GBRTENW,2006,1,interm,82,55
GBRTENW,2006,1,interm,83,22
GBRTENW,2006,1,interm,84,50
GBRTENW,2006,1,interm,85,13
GBRTENW,2006,1,interm,86,54
GBRTENW,2006,1,interm,87,93
GBRTENW,2006,1,interm,88,9
GBRTENW,2006,1,interm,89,0
GBRTENW,2006,1,interm,90,40
GBRTENW,2006,1,interm,91,36
