country,year,sex,list,cause,cdr
GBRTENW,2014,3,short,0,8734
GBRTENW,2014,3,short,1,92
GBRTENW,2014,3,short,2,2592
GBRTENW,2014,3,short,3,17
GBRTENW,2014,3,short,4,128
GBRTENW,2014,3,short,5,746
GBRTENW,2014,3,short,6,435
GBRTENW,2014,3,short,7,1611
GBRTENW,2014,3,short,8,613
GBRTENW,2014,3,short,9,203
GBRTENW,2014,3,short,10,531
GBRTENW,2014,3,short,11,659
GBRTENW,2014,3,short,12,430
GBRTENW,2014,3,short,13,100
GBRTENW,2014,3,short,14,160
GBRTENW,2014,3,short,15,62
GBRTENW,2014,3,short,16,354
GBRTENW,2015,3,short,0,9175
GBRTENW,2015,3,short,1,102
GBRTENW,2015,3,short,2,2590
GBRTENW,2015,3,short,3,20
GBRTENW,2015,3,short,4,136
GBRTENW,2015,3,short,5,872
GBRTENW,2015,3,short,6,504
GBRTENW,2015,3,short,7,1638
GBRTENW,2015,3,short,8,623
GBRTENW,2015,3,short,9,201
GBRTENW,2015,3,short,10,623
GBRTENW,2015,3,short,11,722
GBRTENW,2015,3,short,12,443
GBRTENW,2015,3,short,13,106
GBRTENW,2015,3,short,14,168
GBRTENW,2015,3,short,15,60
GBRTENW,2015,3,short,16,367
GBRTENW,2016,3,short,0,9068
GBRTENW,2016,3,short,1,101
GBRTENW,2016,3,short,2,2613
GBRTENW,2016,3,short,3,18
GBRTENW,2016,3,short,4,140
GBRTENW,2016,3,short,5,868
GBRTENW,2016,3,short,6,538
GBRTENW,2016,3,short,7,1591
GBRTENW,2016,3,short,8,580
GBRTENW,2016,3,short,9,197
GBRTENW,2016,3,short,10,569
GBRTENW,2016,3,short,11,712
GBRTENW,2016,3,short,12,442
GBRTENW,2016,3,short,13,104
GBRTENW,2016,3,short,14,164
GBRTENW,2016,3,short,15,62
GBRTENW,2016,3,short,16,368
