country,year,sex,list,cause,cdr
GBRTENW,2001,1,icd10_4,0,9878
GBRTENW,2001,1,icd10_4,A020,0
GBRTENW,2001,1,icd10_4,A021,0
GBRTENW,2001,1,icd10_4,A022,0
GBRTENW,2001,1,icd10_4,A029,0
GBRTENW,2001,1,icd10_4,A045,0
GBRTENW,2001,1,icd10_4,A047,9
GBRTENW,2001,1,icd10_4,A080,0
GBRTENW,2001,1,icd10_4,A084,0
GBRTENW,2001,1,icd10_4,A09,1
GBRTENW,2001,1,icd10_4,A162,5
GBRTENW,2001,1,icd10_4,A165,0
GBRTENW,2001,1,icd10_4,A169,1
GBRTENW,2001,1,icd10_4,A170,0
GBRTENW,2001,1,icd10_4,A178,0
GBRTENW,2001,1,icd10_4,A180,1
GBRTENW,2001,1,icd10_4,A181,0
GBRTENW,2001,1,icd10_4,A183,0
GBRTENW,2001,1,icd10_4,A187,0
GBRTENW,2001,1,icd10_4,A188,0
GBRTENW,2001,1,icd10_4,A199,1
GBRTENW,2001,1,icd10_4,A282,0
GBRTENW,2001,1,icd10_4,A310,0
GBRTENW,2001,1,icd10_4,A318,0
GBRTENW,2001,1,icd10_4,A319,0
GBRTENW,2001,1,icd10_4,A321,0
GBRTENW,2001,1,icd10_4,A327,0
GBRTENW,2001,1,icd10_4,A369,0
GBRTENW,2001,1,icd10_4,A370,0
GBRTENW,2001,1,icd10_4,A390,1
GBRTENW,2001,1,icd10_4,A391,0
GBRTENW,2001,1,icd10_4,A392,0
GBRTENW,2001,1,icd10_4,A393,0
GBRTENW,2001,1,icd10_4,A394,3
GBRTENW,2001,1,icd10_4,A399,0
GBRTENW,2001,1,icd10_4,A400,0
GBRTENW,2001,1,icd10_4,A401,0
GBRTENW,2001,1,icd10_4,A402,0
GBRTENW,2001,1,icd10_4,A403,1
GBRTENW,2001,1,icd10_4,A408,0
GBRTENW,2001,1,icd10_4,A409,1
GBRTENW,2001,1,icd10_4,A410,3
GBRTENW,2001,1,icd10_4,A412,2
GBRTENW,2001,1,icd10_4,A413,0
GBRTENW,2001,1,icd10_4,A414,0
GBRTENW,2001,1,icd10_4,A415,2
GBRTENW,2001,1,icd10_4,A418,0
GBRTENW,2001,1,icd10_4,A419,24
GBRTENW,2001,1,icd10_4,A480,0
GBRTENW,2001,1,icd10_4,A481,0
GBRTENW,2001,1,icd10_4,A490,1
GBRTENW,2001,1,icd10_4,A491,0
GBRTENW,2001,1,icd10_4,A492,0
GBRTENW,2001,1,icd10_4,A498,0
GBRTENW,2001,1,icd10_4,A499,0
GBRTENW,2001,1,icd10_4,A523,0
GBRTENW,2001,1,icd10_4,A529,0
GBRTENW,2001,1,icd10_4,A810,1
GBRTENW,2001,1,icd10_4,A811,0
GBRTENW,2001,1,icd10_4,A812,0
GBRTENW,2001,1,icd10_4,A86,1
GBRTENW,2001,1,icd10_4,A872,0
GBRTENW,2001,1,icd10_4,A89,0
GBRTENW,2001,1,icd10_4,B004,0
GBRTENW,2001,1,icd10_4,B009,0
GBRTENW,2001,1,icd10_4,B012,0
GBRTENW,2001,1,icd10_4,B018,0
GBRTENW,2001,1,icd10_4,B019,0
GBRTENW,2001,1,icd10_4,B020,0
GBRTENW,2001,1,icd10_4,B022,0
GBRTENW,2001,1,icd10_4,B027,0
GBRTENW,2001,1,icd10_4,B029,0
GBRTENW,2001,1,icd10_4,B150,0
GBRTENW,2001,1,icd10_4,B159,0
GBRTENW,2001,1,icd10_4,B161,0
GBRTENW,2001,1,icd10_4,B162,1
GBRTENW,2001,1,icd10_4,B169,1
GBRTENW,2001,1,icd10_4,B171,3
GBRTENW,2001,1,icd10_4,B178,0
GBRTENW,2001,1,icd10_4,B181,0
GBRTENW,2001,1,icd10_4,B182,0
GBRTENW,2001,1,icd10_4,B190,0
GBRTENW,2001,1,icd10_4,B199,0
GBRTENW,2001,1,icd10_4,B200,0
GBRTENW,2001,1,icd10_4,B201,0
GBRTENW,2001,1,icd10_4,B202,0
GBRTENW,2001,1,icd10_4,B203,0
GBRTENW,2001,1,icd10_4,B205,0
GBRTENW,2001,1,icd10_4,B206,0
GBRTENW,2001,1,icd10_4,B207,0
GBRTENW,2001,1,icd10_4,B208,1
GBRTENW,2001,1,icd10_4,B210,0
GBRTENW,2001,1,icd10_4,B212,0
GBRTENW,2001,1,icd10_4,B213,0
GBRTENW,2001,1,icd10_4,B217,0
GBRTENW,2001,1,icd10_4,B218,0
GBRTENW,2001,1,icd10_4,B220,0
GBRTENW,2001,1,icd10_4,B227,0
GBRTENW,2001,1,icd10_4,B238,1
GBRTENW,2001,1,icd10_4,B24,1
GBRTENW,2001,1,icd10_4,B250,0
GBRTENW,2001,1,icd10_4,B258,0
GBRTENW,2001,1,icd10_4,B259,0
GBRTENW,2001,1,icd10_4,B332,0
GBRTENW,2001,1,icd10_4,B333,0
GBRTENW,2001,1,icd10_4,B340,0
GBRTENW,2001,1,icd10_4,B348,0
GBRTENW,2001,1,icd10_4,B349,0
GBRTENW,2001,1,icd10_4,B370,0
GBRTENW,2001,1,icd10_4,B371,0
GBRTENW,2001,1,icd10_4,B377,0
GBRTENW,2001,1,icd10_4,B378,0
GBRTENW,2001,1,icd10_4,B379,0
GBRTENW,2001,1,icd10_4,B440,0
GBRTENW,2001,1,icd10_4,B441,1
GBRTENW,2001,1,icd10_4,B447,0
GBRTENW,2001,1,icd10_4,B449,0
GBRTENW,2001,1,icd10_4,B450,0
GBRTENW,2001,1,icd10_4,B451,0
GBRTENW,2001,1,icd10_4,B460,0
GBRTENW,2001,1,icd10_4,B49,1
GBRTENW,2001,1,icd10_4,B509,0
GBRTENW,2001,1,icd10_4,B54,0
GBRTENW,2001,1,icd10_4,B582,0
GBRTENW,2001,1,icd10_4,B59,1
GBRTENW,2001,1,icd10_4,B690,0
GBRTENW,2001,1,icd10_4,B780,0
GBRTENW,2001,1,icd10_4,B901,0
GBRTENW,2001,1,icd10_4,B902,0
GBRTENW,2001,1,icd10_4,B909,1
GBRTENW,2001,1,icd10_4,B91,1
GBRTENW,2001,1,icd10_4,B942,0
GBRTENW,2001,1,icd10_4,B948,1
