country,year,sex,list,agf,cause,SDR1976,SDR2013,SDR1976_0_14,SDR1976_15_39,SDR1976_40_64,SDR1976_65p,SDR2013_0_14,SDR2013_15_39,SDR2013_40_64,SDR2013_65p
ESP,1980,1,interm,4,0,10579,18570,1437,1202,7875,66560,1289,1226,8206,78126
ESP,1980,1,interm,4,1,1,2,1,1,1,6,1,1,1,6
ESP,1980,1,interm,4,2,11,19,14,1,4,62,12,1,4,77
ESP,1980,1,interm,4,3,70,103,2,10,99,313,2,11,102,332
ESP,1980,1,interm,4,4,28,41,28,4,19,130,24,4,20,150
ESP,1980,1,interm,4,5,20,21,50,2,11,43,45,2,11,48
ESP,1980,1,interm,4,6,0,0,0,0,0,0,0,0,0,0
ESP,1980,1,interm,4,7,3,4,1,2,3,9,1,2,3,11
ESP,1980,1,interm,4,8,4,5,8,3,1,11,8,3,1,12
ESP,1980,1,interm,4,9,9,13,1,2,8,45,1,2,9,50
ESP,1980,1,interm,4,10,59,85,1,4,94,248,1,4,97,260
ESP,1980,1,interm,4,11,80,120,0,2,119,374,0,2,124,398
ESP,1980,1,interm,4,12,307,506,1,13,315,1833,1,14,330,2004
ESP,1980,1,interm,4,13,79,134,0,4,69,502,0,4,72,555
ESP,1980,1,interm,4,14,73,125,0,4,66,462,0,5,69,514
ESP,1980,1,interm,4,15,142,220,2,7,172,765,2,8,181,804
ESP,1980,1,interm,4,16,62,97,0,3,77,333,0,3,80,354
ESP,1980,1,interm,4,17,56,96,1,3,43,370,1,3,45,410
ESP,1980,1,interm,4,18,112,160,0,3,179,489,0,4,186,495
ESP,1980,1,interm,4,19,497,752,2,16,616,2674,2,17,649,2714
ESP,1980,1,interm,4,20,19,32,0,3,21,100,0,3,22,120
ESP,1980,1,interm,4,21,2,3,0,0,2,11,0,0,2,11
ESP,1980,1,interm,4,22,0,0,0,0,0,0,0,0,0,0
ESP,1980,1,interm,4,23,0,0,0,0,0,0,0,0,0,0
ESP,1980,1,interm,4,24,0,0,0,0,0,0,0,0,0,0
ESP,1980,1,interm,4,25,232,471,0,1,65,1922,0,1,70,2293
ESP,1980,1,interm,4,26,7,13,0,3,4,47,0,3,4,54
ESP,1980,1,interm,4,27,115,201,0,1,93,776,0,1,99,858
ESP,1980,1,interm,4,28,28,43,3,2,33,151,3,2,34,159
ESP,1980,1,interm,4,29,67,83,18,18,110,196,18,19,113,186
ESP,1980,1,interm,4,30,50,70,22,18,46,216,22,18,48,232
ESP,1980,1,interm,4,31,57,76,10,19,78,207,10,20,80,211
ESP,1980,1,interm,4,32,36,55,0,2,44,194,0,2,46,200
ESP,1980,1,interm,4,33,192,301,13,25,210,1028,13,26,218,1114
ESP,1980,1,interm,4,34,20,29,6,7,17,93,6,7,18,102
ESP,1980,1,interm,4,35,165,293,2,6,108,1155,2,7,115,1294
ESP,1980,1,interm,4,36,2,3,1,0,1,9,1,1,1,11
ESP,1980,1,interm,4,37,27,42,20,4,21,129,18,4,21,160
ESP,1980,1,interm,4,38,21,31,9,6,17,100,8,6,18,114
ESP,1980,1,interm,4,39,9,21,0,0,2,80,0,0,2,102
ESP,1980,1,interm,4,40,20,25,0,8,38,49,0,8,38,51
ESP,1980,1,interm,4,41,0,0,0,0,0,0,0,0,0,0
ESP,1980,1,interm,4,42,4,5,1,3,4,13,1,3,4,14
ESP,1980,1,interm,4,43,23,38,6,3,22,123,6,3,22,145
ESP,1980,1,interm,4,44,27,51,1,0,8,218,1,0,9,248
ESP,1980,1,interm,4,45,9,17,1,1,8,58,0,1,8,70
ESP,1980,1,interm,4,46,11,12,4,12,12,19,4,12,12,19
ESP,1980,1,interm,4,47,59,84,47,18,43,257,44,18,44,291
ESP,1980,1,interm,4,48,59,90,1,11,83,261,1,12,85,295
ESP,1980,1,interm,4,49,35,68,0,0,14,271,0,0,15,324
ESP,1980,1,interm,4,50,26,50,0,1,15,191,0,1,16,229
ESP,1980,1,interm,4,51,923,1485,2,61,1020,5221,2,66,1063,5685
ESP,1980,1,interm,4,52,207,452,0,1,40,1764,0,1,43,2245
ESP,1980,1,interm,4,53,97,172,0,4,79,640,0,5,82,735
ESP,1980,1,interm,4,54,263,484,2,11,167,1863,2,11,178,2155
ESP,1980,1,interm,4,55,35,59,1,5,34,202,1,5,35,232
ESP,1980,1,interm,4,56,1,1,0,0,0,4,0,0,0,5
ESP,1980,1,interm,4,57,558,1143,13,20,206,4385,12,21,217,5446
ESP,1980,1,interm,4,58,174,339,10,11,98,1243,9,11,103,1537
ESP,1980,1,interm,4,59,243,410,17,27,233,1413,16,28,241,1628
ESP,1980,1,interm,4,60,678,1410,1,7,183,5599,1,8,197,6877
ESP,1980,1,interm,4,61,629,1291,2,7,200,5105,2,8,214,6240
