country,year,sex,list,agf,cause,SDR1976,SDR2013,SDR1976_0_14,SDR1976_15_39,SDR1976_40_64,SDR1976_65p,SDR2013_0_14,SDR2013_15_39,SDR2013_40_64,SDR2013_65p
DEUTNP,1998,1,interm,3,0,9722,17475,553,1001,7130,63349,497,1024,7427,74822
DEUTNP,1998,1,interm,3,1,2,4,1,0,1,13,0,0,1,16
DEUTNP,1998,1,interm,3,2,1,3,1,0,1,10,0,0,1,12
DEUTNP,1998,1,interm,3,3,11,19,0,1,11,69,0,1,11,80
DEUTNP,1998,1,interm,3,4,41,70,3,4,37,249,2,4,39,282
DEUTNP,1998,1,interm,3,5,4,6,4,1,2,19,3,1,2,22
DEUTNP,1998,1,interm,3,6,12,12,0,13,23,4,0,14,22,4
DEUTNP,1998,1,interm,3,7,11,16,0,2,14,51,0,3,14,53
DEUTNP,1998,1,interm,3,8,4,7,2,1,3,24,2,1,3,28
DEUTNP,1998,1,interm,3,9,11,20,1,1,8,70,1,1,8,88
DEUTNP,1998,1,interm,3,10,92,123,0,5,184,289,0,5,188,298
DEUTNP,1998,1,interm,3,11,72,102,0,1,123,296,0,2,127,304
DEUTNP,1998,1,interm,3,12,171,301,0,6,138,1135,0,6,144,1286
DEUTNP,1998,1,interm,3,13,223,395,1,5,171,1513,0,5,181,1705
DEUTNP,1998,1,interm,3,14,108,184,0,4,104,670,0,4,111,748
DEUTNP,1998,1,interm,3,15,76,122,0,2,79,455,0,2,84,480
DEUTNP,1998,1,interm,3,16,128,206,0,3,141,742,0,4,149,797
DEUTNP,1998,1,interm,3,17,51,92,0,1,36,354,0,1,39,405
DEUTNP,1998,1,interm,3,18,34,49,0,1,52,150,0,1,54,157
DEUTNP,1998,1,interm,3,19,670,1048,0,9,760,3856,0,10,801,3981
DEUTNP,1998,1,interm,3,20,30,48,0,5,36,154,0,5,37,175
DEUTNP,1998,1,interm,3,21,5,9,0,0,5,31,0,0,5,35
DEUTNP,1998,1,interm,3,22,0,0,0,0,0,0,0,0,0,0
DEUTNP,1998,1,interm,3,23,0,0,0,0,0,0,0,0,0,0
DEUTNP,1998,1,interm,3,24,0,0,0,0,0,0,0,0,0,0
DEUTNP,1998,1,interm,3,25,291,601,0,1,82,2407,0,1,89,2929
DEUTNP,1998,1,interm,3,26,9,14,0,6,9,39,0,6,9,45
DEUTNP,1998,1,interm,3,27,93,183,0,1,40,727,0,1,43,865
DEUTNP,1998,1,interm,3,28,90,147,0,2,94,537,0,2,99,578
DEUTNP,1998,1,interm,3,29,66,88,9,18,99,241,9,18,102,243
DEUTNP,1998,1,interm,3,30,86,144,9,16,70,511,9,16,73,578
DEUTNP,1998,1,interm,3,31,107,176,2,11,101,641,2,11,106,703
DEUTNP,1998,1,interm,3,32,30,54,0,1,25,201,0,1,26,230
DEUTNP,1998,1,interm,3,33,189,318,5,16,180,1134,5,16,188,1278
DEUTNP,1998,1,interm,3,34,64,122,4,3,35,462,4,3,37,553
